first_name,points_per_game,second_name,selected_by_percent,team,total_points,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,creativity_rank,threat_rank,ict_index_rank,position,price,G+A,price_range,ownership
Brice,0.0,Samba,0.0,NFO,0,0.0,Samba,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,421,416,402,424,Goalkeeper,4.5,0,Budget,Differential
Dean,0.0,Henderson,6.8,NFO,0,0.0,Henderson,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,436,433,422,439,Goalkeeper,4.5,0,Budget,Differential
Wayne,2.0,Hennessey,2.1,NFO,4,1.0,Hennessey,180,0,0,0,6,8,0,37,62.8,30.0,0.0,9.3,329,306,346,340,Goalkeeper,4.0,0,Budget,Differential
Alex,3.2,McCarthy,0.4,SOU,55,12.2,McCarthy,1530,0,0,5,27,44,3,286,334.4,10.0,0.0,34.5,193,338,393,284,Goalkeeper,4.5,0,Budget,Differential
Mateusz,0.0,Lis,0.5,SOU,0,0.0,Lis,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,395,384,367,397,Goalkeeper,4.0,0,Budget,Differential
Gavin,0.0,Bazunu,1.1,SOU,0,0.0,Bazunu,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,457,449,463,Goalkeeper,4.5,0,Budget,Differential
Willy,1.0,Caballero,1.9,SOU,2,0.5,Caballero,180,0,0,0,5,6,0,23,53.2,0.0,0.0,5.4,334,367,347,355,Goalkeeper,4.0,0,Budget,Differential
Hugo,4.2,Lloris,4.7,TOT,158,28.7,Lloris,3420,0,0,16,40,97,11,703,746.2,23.0,0.0,76.9,33,313,498,193,Goalkeeper,5.5,0,Mid,Differential
Fraser,3.0,Forster,9.9,TOT,57,14.2,Forster,1710,0,0,3,35,68,6,330,559.8,0.0,0.0,56.2,96,370,350,242,Goalkeeper,4.0,0,Budget,Differential
Brandon,0.0,Austin,0.3,TOT,0,0.0,Austin,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,398,388,372,400,Goalkeeper,4.0,0,Budget,Differential
Lukasz,3.7,Fabianski,1.2,WHU,136,27.2,Fabianski,3330,0,0,8,50,114,9,661,918.6,0.0,0.0,91.8,10,470,463,164,Goalkeeper,5.0,0,Mid,Differential
Alphonse,2.0,Areola,1.5,WHU,2,0.4,Areola,90,0,0,0,1,2,0,11,20.4,0.0,0.0,2.0,361,412,398,374,Goalkeeper,4.5,0,Budget,Differential
José,3.9,Malheiro de Sá,4.7,WOL,146,29.2,Sá,3285,0,1,11,40,121,11,722,947.0,30.0,0.0,97.5,9,308,471,144,Goalkeeper,5.0,1,Mid,Differential
Matija,0.0,Šarkić,3.1,WOL,0,0.0,Šarkić,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,389,373,401,Goalkeeper,4.0,0,Budget,Differential
Cédric,2.3,Alves Soares,0.3,ARS,48,10.7,Cédric,1481,1,1,3,27,0,3,292,318.4,327.1,111.0,75.8,204,113,238,198,Defender,4.5,2,Budget,Differential
Rob,1.9,Holding,0.2,ARS,29,6.4,Holding,840,1,0,2,16,0,2,152,253.0,8.6,49.0,31.1,232,341,291,294,Defender,4.5,1,Budget,Differential
Kieran,4.8,Tierney,3.3,ARS,106,21.2,Tierney,1916,1,3,11,21,0,11,454,365.2,335.9,198.0,90.1,178,107,183,169,Defender,5.0,4,Mid,Differential
Benjamin,3.3,White,7.9,ARS,107,23.8,White,2880,0,0,13,35,0,9,557,592.8,182.3,150.0,92.5,78,177,205,159,Defender,4.5,0,Budget,Differential
Takehiro,3.6,Tomiyasu,11.2,ARS,75,16.7,Tomiyasu,1680,0,1,9,20,0,5,344,312.4,240.9,110.0,66.4,206,149,241,223,Defender,4.5,1,Budget,Differential
Gabriel,4.2,dos Santos Magalhães,8.4,ARS,146,29.2,Gabriel,3063,5,0,13,38,0,16,682,746.8,131.6,470.0,134.7,32,215,74,72,Defender,5.0,5,Mid,Differential
Nuno,2.2,Varela Tavares,0.2,ARS,49,10.9,Tavares,1169,1,1,3,19,0,2,199,201.0,188.2,221.0,61.1,258,175,164,232,Defender,4.5,2,Budget,Differential
Pablo,0.5,Marí Villar,0.1,ARS,1,0.2,Pablo Marí,180,0,0,0,4,0,0,35,55.4,12.3,11.0,7.9,332,332,320,348,Defender,4.5,0,Budget,Differential
William,0.0,Saliba,1.2,ARS,0,0.0,Saliba,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,462,458,450,464,Defender,4.5,0,Budget,Differential
Oleksandr,3.9,Zinchenko,8.6,ARS,59,11.8,Zinchenko,1044,0,4,5,9,0,4,284,259.4,282.1,111.0,65.4,227,130,240,226,Defender,5.0,4,Mid,Differential
Calum,3.2,Chambers,0.3,AVL,42,9.3,Chambers,999,1,0,4,16,0,2,198,250.6,53.1,63.0,36.7,233,280,280,280,Defender,4.5,1,Budget,Differential
Lucas,2.9,Digne,3.8,AVL,83,16.6,Digne,2440,0,4,7,42,0,8,459,538.8,772.7,202.0,151.6,101,16,177,59,Defender,5.0,4,Mid,Differential
Kortney,2.9,Hause,0.1,AVL,20,4.4,Hause,397,1,0,1,9,0,3,89,102.8,5.9,64.0,17.3,311,344,279,321,Defender,4.5,1,Budget,Differential
Tyrone,3.3,Mings,7.2,AVL,118,26.2,Mings,3188,1,4,11,49,0,12,596,667.2,130.9,309.0,110.6,56,217,123,116,Defender,4.5,5,Budget,Differential
Matty,3.9,Cash,20.7,AVL,147,29.4,Cash,3377,4,3,13,50,0,11,623,754.8,432.1,534.0,172.1,31,78,60,46,Defender,5.0,7,Mid,High
Ezri,2.7,Konsa Ngoyo,0.1,AVL,78,17.3,Konsa,2477,2,0,8,43,0,4,388,428.2,56.5,251.0,73.4,145,278,152,205,Defender,4.5,2,Budget,Differential
Diego Carlos,0.0,Santos Silva,1.3,AVL,0,0.0,Diego Carlos,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,481,480,476,482,Defender,5.0,0,Mid,Differential
Frédéric,0.0,Guilbert,0.8,AVL,0,0.0,Guilbert,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,396,386,369,398,Defender,4.0,0,Budget,Differential
Ludwig,0.0,Augustinsson,0.0,AVL,0,0.0,Augustinsson,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,428,425,413,431,Defender,4.5,0,Budget,Differential
Adam,0.0,Smith,0.2,BOU,0,0.0,Smith,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,413,406,390,416,Defender,4.5,0,Budget,Differential
Ryan,1.0,Fredericks,0.2,BOU,7,1.6,Fredericks,303,0,0,0,6,0,0,38,29.6,31.6,4.0,6.6,353,303,330,350,Defender,4.5,0,Budget,Differential
Jack,0.0,Stacey,0.1,BOU,0,0.0,Stacey,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,423,410,429,Defender,4.5,0,Budget,Differential
Chris,0.0,Mepham,0.1,BOU,0,0.0,Mepham,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446,443,434,449,Defender,4.5,0,Budget,Differential
Lloyd,0.0,Kelly,0.1,BOU,0,0.0,Kelly,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,449,446,437,452,Defender,4.5,0,Budget,Differential
Jordan,0.0,Zemura,0.2,BOU,0,0.0,Zemura,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,457,453,445,459,Defender,4.5,0,Budget,Differential
Pontus,3.3,Jansson,2.9,BRE,122,27.1,Jansson,3321,3,4,8,56,0,13,616,782.0,67.2,476.0,133.0,24,263,73,75,Defender,4.5,7,Budget,Differential
Sergi,2.6,Canós Tenés,0.0,BRE,81,16.2,Canós,2077,3,3,8,36,0,5,268,386.4,283.6,439.0,111.0,171,128,86,115,Defender,5.0,6,Mid,Differential
Kristoffer,3.4,Ajer,0.1,BRE,81,18.0,Ajer,1995,1,3,8,32,0,5,384,390.0,124.2,184.0,70.0,169,221,190,214,Defender,4.5,4,Budget,Differential
Rico,3.2,Henry,0.7,BRE,108,24.0,Henry,2775,3,0,9,41,0,4,453,451.0,325.4,235.0,101.0,135,115,158,137,Defender,4.5,3,Budget,Differential
Mads,2.0,Roerslev Rasmussen,0.1,BRE,41,9.1,Roerslev,1232,1,1,1,27,0,4,170,200.2,125.8,81.0,40.8,259,220,263,272,Defender,4.5,2,Budget,Differential
Mads,2.0,Bech Sørensen,0.1,BRE,22,4.9,Bech,833,0,0,2,14,0,1,139,127.6,89.7,44.0,26.1,303,245,294,306,Defender,4.5,0,Budget,Differential
Ethan,2.8,Pinnock,0.2,BRE,90,20.0,Pinnock,2694,1,1,7,43,0,7,517,648.8,151.7,335.0,113.5,61,197,111,109,Defender,4.5,2,Budget,Differential
Charlie,1.7,Goode,0.6,BRE,10,2.5,Goode,448,0,0,1,6,0,0,64,54.8,82.7,24.0,16.0,333,252,307,323,Defender,4.0,0,Budget,Differential
Dominic,1.5,Thompson,0.4,BRE,3,0.8,Thompson,146,0,0,0,3,0,0,12,15.8,1.2,6.0,2.3,367,355,327,371,Defender,4.0,0,Budget,Differential
Aaron,0.0,Hickey,0.3,BRE,0,0.0,Hickey,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,498,498,495,499,Defender,5.0,0,Mid,Differential
Ben,3.5,Mee,0.2,BRE,74,16.4,Mee,1839,3,0,6,25,0,3,325,463.8,63.4,238.0,76.6,126,270,155,194,Defender,4.5,3,Budget,Differential
Shane,2.7,Duffy,0.3,BHA,48,10.7,Duffy,1434,1,1,4,19,0,3,288,380.6,58.2,282.0,72.2,172,275,137,210,Defender,4.5,2,Budget,Differential
Lewis,3.2,Dunk,1.8,BHA,92,20.4,Dunk,2573,1,0,10,33,0,7,537,570.0,63.5,327.0,96.1,91,269,113,149,Defender,4.5,1,Budget,Differential
Adam,2.7,Webster,0.1,BHA,59,13.1,Webster,1429,2,0,4,20,0,6,266,416.8,51.4,120.0,58.9,152,281,230,237,Defender,4.5,2,Budget,Differential
Joël,2.8,Veltman,0.4,BHA,95,21.1,Veltman,2874,1,1,8,39,0,5,545,582.2,275.8,183.0,104.4,85,132,192,127,Defender,4.5,2,Budget,Differential
Marc,3.6,Cucurella Saseta,9.2,BHA,126,25.2,Cucurella,3089,1,1,11,39,0,21,673,679.8,700.8,207.0,159.1,53,23,175,53,Defender,5.0,2,Mid,Differential
Tariq,2.5,Lamptey,3.0,BHA,74,16.4,Lamptey,1547,0,2,6,21,0,7,308,254.6,367.9,175.0,79.4,229,100,196,188,Defender,4.5,2,Budget,Differential
Haydon,0.0,Roberts,0.1,BHA,0,0.0,Roberts,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,404,396,380,407,Defender,4.0,0,Budget,Differential
César,3.2,Azpilicueta,1.0,CHE,87,17.4,Azpilicueta,2067,1,3,7,23,0,2,453,476.4,310.0,212.0,100.0,119,118,171,140,Defender,5.0,4,Mid,Differential
Thiago,4.1,Emiliano da Silva,6.8,CHE,130,23.6,Thiago Silva,2649,3,1,11,28,0,14,667,829.4,133.9,229.0,119.4,16,211,161,99,Defender,5.5,4,Mid,Differential
Marcos,4.6,Alonso,4.5,CHE,128,23.3,Alonso,2164,4,5,9,22,0,14,528,560.2,677.3,566.0,180.6,95,24,57,39,Defender,5.5,9,Mid,Differential
Robert Kenedy,4.0,Nunes do Nascimento,0.4,CHE,4,1.0,Kenedy,58,0,1,0,0,0,0,19,30.6,25.0,24.0,8.0,351,311,306,347,Defender,4.0,1,Budget,Differential
Ben,7.9,Chilwell,8.5,CHE,55,9.2,Chilwell,541,3,1,4,2,0,5,161,175.8,161.1,202.0,54.0,274,192,178,249,Defender,6.0,4,Premium,Differential
Trevoh,5.0,Chalobah,0.8,CHE,99,19.8,Chalobah,1447,3,1,9,9,0,11,396,405.8,105.8,151.0,66.1,160,235,204,224,Defender,5.0,4,Mid,Differential
Malang,3.8,Sarr,0.2,CHE,30,6.0,Sarr,544,0,0,4,7,0,4,141,118.4,60.4,1.0,17.9,307,272,344,320,Defender,5.0,0,Mid,Differential
Reece,5.4,James,41.3,CHE,141,23.5,James,1863,5,9,7,22,0,26,573,605.2,733.4,440.0,178.0,73,17,85,41,Defender,6.0,14,Premium,High
Ethan,0.0,Ampadu,0.1,CHE,0,0.0,Ampadu,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,439,436,426,442,Defender,4.5,0,Budget,Differential
Kalidou,0.0,Koulibaly,5.4,CHE,0,0.0,Koulibaly,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502,502,500,503,Defender,5.5,0,Mid,Differential
James,2.1,Tomkins,2.4,CRY,17,4.2,Tomkins,545,1,0,0,11,0,2,97,140.4,22.0,88.0,25.1,297,314,259,309,Defender,4.0,1,Budget,Differential
Joel,2.6,Ward,0.2,CRY,73,16.2,Ward,2486,0,0,9,37,0,2,422,455.8,132.5,64.0,65.4,133,214,277,225,Defender,4.5,0,Budget,Differential
Nathaniel,3.7,Clyne,0.2,CRY,59,13.1,Clyne,1351,0,1,6,12,0,4,264,181.0,99.1,17.0,29.9,270,238,315,298,Defender,4.5,1,Budget,Differential
Joachim,3.6,Andersen,2.7,CRY,124,27.6,Andersen,2914,0,4,12,37,0,14,619,630.6,234.0,142.0,100.7,62,152,211,138,Defender,4.5,4,Budget,Differential
Marc,3.4,Guéhi,2.6,CRY,123,27.3,Guéhi,3222,2,1,11,43,0,8,676,720.6,98.5,290.0,111.1,42,241,132,113,Defender,4.5,3,Budget,Differential
Tyrick,3.0,Mitchell,1.2,CRY,109,24.2,Mitchell,3101,0,2,10,43,0,6,561,619.2,380.5,111.0,111.1,65,95,239,114,Defender,4.5,2,Budget,Differential
Nathan,1.0,Ferguson,0.4,CRY,1,0.2,Ferguson,8,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,384,393,377,404,Defender,4.0,0,Budget,Differential
Seamus,2.6,Coleman,0.1,EVE,79,17.6,Coleman,2656,1,1,7,50,0,6,439,469.4,232.1,170.0,86.9,123,153,201,173,Defender,4.5,2,Budget,Differential
Michael,3.2,Keane,0.8,EVE,102,22.7,Keane,2791,3,2,8,54,0,11,518,697.0,97.0,231.0,102.7,50,242,160,132,Defender,4.5,5,Budget,Differential
Yerry,1.8,Mina,0.2,EVE,24,5.3,Mina,844,0,0,2,10,0,0,133,164.8,18.2,66.0,24.6,280,321,273,311,Defender,4.5,0,Budget,Differential
Mason,2.5,Holgate,0.2,EVE,62,13.8,Holgate,2133,2,2,5,42,0,2,312,431.2,42.1,120.0,59.3,142,292,231,236,Defender,4.5,4,Budget,Differential
Ben,2.0,Godfrey,0.2,EVE,45,10.0,Godfrey,2029,0,0,4,39,0,1,318,416.0,164.6,222.0,80.5,153,190,163,185,Defender,4.5,0,Budget,Differential
Vitalii,3.2,Mykolenko,0.4,EVE,42,9.3,Mykolenko,1054,1,1,3,17,0,3,177,187.4,138.8,66.0,39.4,268,208,275,275,Defender,4.5,2,Budget,Differential
Jarrad,1.2,Branthwaite,0.2,EVE,7,1.8,Branthwaite,387,1,0,0,17,0,1,49,90.2,2.8,44.0,13.8,316,347,292,331,Defender,4.0,1,Budget,Differential
Nathan,0.0,Patterson,1.7,EVE,0,0.0,Patterson,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,403,395,379,406,Defender,4.0,0,Budget,Differential
Niels,0.0,Nkounkou,0.5,EVE,0,0.0,Nkounkou,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,402,386,413,Defender,4.0,0,Budget,Differential
James,2.4,Tarkowski,1.0,EVE,83,18.4,Tarkowski,3106,1,2,7,51,0,5,486,892.6,118.1,315.0,132.8,13,225,120,76,Defender,4.5,3,Budget,Differential
Tim,0.0,Ream,0.1,FUL,0,0.0,Ream,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,417,411,397,420,Defender,4.5,0,Budget,Differential
Joe,0.0,Bryan,0.1,FUL,0,0.0,Bryan,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,419,414,400,422,Defender,4.5,0,Budget,Differential
Terence,0.0,Kongolo,0.8,FUL,0,0.0,Kongolo,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,390,377,359,392,Defender,4.0,0,Budget,Differential
Tosin,0.0,Adarabioyo,0.1,FUL,0,0.0,Tosin,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,418,404,425,Defender,4.5,0,Budget,Differential
Kenny,0.0,Tete,0.1,FUL,0,0.0,Tete,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,432,429,418,435,Defender,4.5,0,Budget,Differential
Antonee,0.0,Robinson,0.2,FUL,0,0.0,Robinson,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,435,432,421,438,Defender,4.5,0,Budget,Differential
Jonny,2.2,Evans,0.3,LEI,39,8.7,Evans,1346,1,1,2,23,0,0,257,355.6,57.6,75.0,48.8,184,276,267,262,Defender,4.5,2,Budget,Differential
Ryan,1.0,Bertrand,0.0,LEI,4,1.0,Bertrand,337,0,0,0,7,0,0,32,48.0,14.8,8.0,7.2,338,326,323,349,Defender,4.0,0,Budget,Differential
Jannik,1.1,Vestergaard,10.8,LEI,11,2.8,Vestergaard,563,0,0,1,16,0,0,115,159.2,15.2,15.0,19.0,286,325,316,318,Defender,4.0,0,Budget,Differential
Ricardo,2.5,Barbosa Pereira,0.6,LEI,35,7.8,Ricardo,990,1,3,1,20,0,3,202,274.8,139.6,122.0,53.7,220,206,227,251,Defender,4.5,4,Budget,Differential
Daniel,2.0,Amartey,0.3,LEI,55,12.2,Amartey,2118,0,0,5,40,0,4,422,460.4,69.4,20.0,54.9,130,260,310,246,Defender,4.5,0,Budget,Differential
Timothy,2.8,Castagne,1.3,LEI,75,16.7,Castagne,2124,1,0,6,30,0,6,365,435.4,241.0,103.0,78.1,140,148,245,191,Defender,4.5,1,Budget,Differential
Çaglar,2.4,Söyüncü,0.6,LEI,66,14.7,Söyüncü,2497,1,0,5,44,0,6,454,606.4,64.7,90.0,76.2,71,266,256,197,Defender,4.5,1,Budget,Differential
James,2.2,Justin,3.1,LEI,29,6.4,Justin,996,0,0,2,13,0,1,167,190.0,136.2,97.0,42.5,265,209,251,271,Defender,4.5,0,Budget,Differential
Luke,2.3,Thomas,0.1,LEI,50,11.1,Thomas,1911,0,1,5,35,0,1,349,406.2,198.5,59.0,66.6,159,169,284,222,Defender,4.5,1,Budget,Differential
Wesley,2.4,Fofana,1.0,LEI,17,3.8,Fofana,630,0,0,1,7,0,2,112,131.4,30.1,32.0,19.4,300,305,302,317,Defender,4.5,0,Budget,Differential
Lewis,1.0,Brunt,0.3,LEI,1,0.2,Brunt,23,0,0,0,1,0,0,2,2.0,1.5,2.0,0.6,380,354,335,383,Defender,4.0,0,Budget,Differential
Liam,2.9,Cooper,0.2,LEE,60,13.3,Cooper,1814,0,2,5,26,0,5,352,413.4,53.4,65.0,53.4,154,279,276,252,Defender,4.5,2,Budget,Differential
Luke,2.1,Ayling,0.0,LEE,55,12.2,Ayling,2272,2,3,2,66,0,8,405,603.2,186.5,238.0,102.5,74,176,156,134,Defender,4.5,5,Budget,Differential
Stuart,2.4,Dallas,0.0,LEE,80,16.0,Dallas,2920,1,1,5,66,0,6,473,615.8,509.6,288.0,141.8,67,57,134,67,Defender,5.0,2,Mid,Differential
Diego,2.8,Llorente,0.2,LEE,77,17.1,Llorente,2341,3,0,5,44,0,6,432,521.8,40.1,142.0,70.7,105,296,210,211,Defender,4.5,3,Budget,Differential
Robin,1.1,Koch,0.1,LEE,23,5.1,Koch,1572,0,0,1,40,0,0,186,201.2,70.3,121.0,39.5,257,259,229,274,Defender,4.5,0,Budget,Differential
Pascal,1.2,Struijk,0.1,LEE,35,7.8,Struijk,2050,1,1,1,53,0,0,339,481.0,134.8,191.0,80.8,117,210,187,184,Defender,4.5,2,Budget,Differential
Junior,0.9,Firpo Adames,0.0,LEE,22,4.9,Firpo,1709,0,2,1,49,0,4,219,320.4,289.4,142.0,75.1,201,121,212,201,Defender,4.5,2,Budget,Differential
Leo Fuhr,1.0,Hjelde,0.3,LEE,2,0.5,Hjelde,148,0,0,0,5,0,0,29,45.6,12.8,2.0,6.1,340,329,336,351,Defender,4.0,0,Budget,Differential
Rasmus,0.0,Kristensen,0.5,LEE,0,0.0,Kristensen,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,489,485,491,Defender,5.0,0,Mid,Differential
Joel,5.5,Matip,2.7,LIV,170,28.3,Matip,2790,3,3,17,21,0,20,763,711.4,195.3,509.0,141.7,46,172,65,68,Defender,6.0,6,Premium,Differential
Virgil,5.4,van Dijk,12.6,LIV,183,28.2,Van Dijk,3060,3,3,21,21,0,13,803,726.4,150.3,455.0,133.1,39,200,78,74,Defender,6.5,6,Premium,Differential
Andrew,6.4,Robertson,10.2,LIV,186,26.6,Robertson,2537,3,11,17,20,0,23,770,708.2,900.7,372.0,198.3,47,11,104,30,Defender,7.0,14,Premium,Differential
Trent,6.5,Alexander-Arnold,54.4,LIV,208,27.7,Alexander-Arnold,2853,2,12,18,22,0,32,864,865.2,1449.1,515.0,283.2,14,1,64,7,Defender,7.5,14,Premium,High
Joseph,2.8,Gomez,0.2,LIV,22,4.9,Gomez,330,0,1,2,3,0,2,92,76.6,64.0,13.0,15.4,325,268,319,326,Defender,4.5,1,Budget,Differential
Ibrahima,3.0,Konaté,2.3,LIV,33,6.6,Konaté,990,0,0,4,10,0,0,208,213.4,21.0,20.0,25.4,252,316,313,308,Defender,5.0,0,Mid,Differential
Konstantinos,3.2,Tsimikas,0.2,LIV,42,9.3,Tsimikas,874,0,2,4,6,0,2,202,214.4,401.1,141.0,75.8,251,90,213,199,Defender,4.5,2,Budget,Differential
Calvin,0.0,Ramsay,0.3,LIV,0,0.0,Ramsay,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,401,385,412,Defender,4.0,0,Budget,Differential
Rhys,0.0,Williams,0.1,LIV,0,0.0,R.Williams,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,390,374,402,Defender,4.0,0,Budget,Differential
Ben,0.0,Davies,0.1,LIV,0,0.0,Davies,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,391,379,361,393,Defender,4.0,0,Budget,Differential
Sepp,0.0,van den Berg,0.3,LIV,0,0.0,Van den Berg,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407,399,383,410,Defender,4.0,0,Budget,Differential
Nathaniel,0.0,Phillips,0.3,LIV,0,0.0,Phillips,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,394,383,366,396,Defender,4.0,0,Budget,Differential
Kyle,4.2,Walker,5.6,MCI,85,17.0,Walker,1755,0,2,10,14,0,5,403,274.2,247.8,110.0,63.2,222,142,242,229,Defender,5.0,2,Mid,Differential
John,5.0,Stones,3.6,MCI,70,12.7,Stones,1117,1,0,9,6,0,4,290,219.8,79.7,145.0,44.4,249,253,207,268,Defender,5.5,1,Mid,Differential
João,5.6,Cancelo,45.3,MCI,201,28.7,Cancelo,3227,1,11,19,25,0,27,829,796.0,786.9,851.0,243.6,22,14,27,19,Defender,7.0,12,Premium,High
Nathan,3.9,Aké,0.4,MCI,54,10.8,Aké,919,2,0,5,3,0,0,234,245.0,58.9,75.0,37.9,238,274,268,277,Defender,5.0,2,Mid,Differential
Aymeric,4.8,Laporte,4.7,MCI,160,26.7,Laporte,2830,4,2,18,24,0,8,714,660.0,201.0,348.0,120.7,58,167,108,95,Defender,6.0,6,Premium,Differential
Rúben,4.9,Gato Alves Dias,10.7,MCI,141,23.5,Dias,2401,2,5,14,18,0,12,622,581.2,225.2,268.0,107.6,86,157,144,125,Defender,6.0,7,Premium,Differential
Luke,0.0,Mbete-Tabu,0.1,MCI,0,0.0,Mbete,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,405,397,381,408,Defender,4.0,0,Budget,Differential
Josh,0.0,Wilson-Esbrand,0.6,MCI,0,0.0,Wilson-Esbrand,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,408,400,384,411,Defender,4.0,0,Budget,Differential
Phil,1.0,Jones,0.4,MUN,4,1.0,Jones,161,0,0,0,3,0,0,41,53.0,1.6,0.0,5.5,335,353,354,354,Defender,4.0,0,Budget,Differential
Raphaël,3.4,Varane,2.1,MUN,75,15.0,Varane,1829,1,1,5,22,0,9,378,402.4,60.0,119.0,58.5,161,273,234,238,Defender,5.0,2,Mid,Differential
Harry,2.3,Maguire,0.8,MUN,69,13.8,Maguire,2513,1,0,7,43,0,4,451,571.0,77.2,316.0,96.5,90,256,119,146,Defender,5.0,1,Mid,Differential
Luke,2.3,Shaw,1.1,MUN,46,9.2,Shaw,1600,0,3,3,24,0,3,276,292.0,586.1,54.0,93.3,210,41,288,157,Defender,5.0,3,Mid,Differential
Alex,3.2,Telles,0.3,MUN,67,13.4,Telles,1658,0,4,5,26,0,6,345,399.6,455.6,103.0,95.9,162,72,246,151,Defender,5.0,4,Mid,Differential
Victor,2.4,Lindelöf,0.3,MUN,66,14.7,Lindelöf,2353,0,2,6,47,0,4,471,449.0,76.3,66.0,59.3,136,257,274,235,Defender,4.5,2,Budget,Differential
Eric,0.5,Bailly,2.0,MUN,2,0.5,Bailly,216,0,0,0,4,0,0,22,36.0,1.0,0.0,3.7,349,356,365,361,Defender,4.0,0,Budget,Differential
Aaron,2.0,Wan-Bissaka,0.4,MUN,41,9.1,Wan-Bissaka,1793,0,0,3,35,0,3,329,371.8,237.0,123.0,73.3,174,151,226,206,Defender,4.5,0,Budget,Differential
Diogo,2.2,Dalot Teixeira,4.4,MUN,54,12.0,Dalot,1797,0,0,5,29,0,5,382,411.0,286.1,126.0,82.2,156,125,224,179,Defender,4.5,0,Budget,Differential
Brandon,1.4,Williams,2.7,MUN,36,9.0,B.Williams,2119,0,1,2,52,0,4,346,371.0,289.3,80.0,74.5,175,122,264,202,Defender,4.0,1,Budget,Differential
Tyrell,0.0,Malacia,2.7,MUN,0,0.0,Malacia,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,445,442,433,448,Defender,4.5,0,Budget,Differential
Matt,1.1,Ritchie,0.1,NEW,20,4.4,Ritchie,1333,0,2,0,37,0,0,207,226.0,420.4,92.0,74.0,247,84,254,204,Defender,4.5,2,Budget,Differential
Federico,1.6,Fernández,0.1,NEW,11,2.4,Fernández,521,0,1,0,12,0,0,91,129.4,13.8,69.0,21.2,301,327,270,316,Defender,4.5,1,Budget,Differential
Ciaran,1.1,Clark,0.0,NEW,14,3.1,Clark,1012,0,1,0,27,0,1,131,189.2,49.9,95.0,33.1,266,282,252,288,Defender,4.5,1,Budget,Differential
Kieran,4.7,Trippier,16.0,NEW,28,5.6,Trippier,429,2,0,1,5,0,3,101,164.8,128.3,14.0,30.8,281,218,317,295,Defender,5.0,2,Mid,High
Dan,3.2,Burn,1.4,NEW,92,20.4,Burn,2461,1,1,9,30,0,6,454,594.0,83.8,264.0,94.0,76,250,146,155,Defender,4.5,2,Budget,Differential
Jamaal,1.8,Lascelles,0.2,NEW,47,10.4,Lascelles,2055,1,1,3,44,0,2,284,418.4,46.4,280.0,74.2,151,287,139,203,Defender,4.5,2,Budget,Differential
Paul,2.3,Dummett,0.5,NEW,7,1.8,Dummett,197,0,0,1,1,0,0,28,24.2,1.9,0.0,2.6,356,352,358,367,Defender,4.0,0,Budget,Differential
Javier,2.0,Manquillo Gaitán,0.1,NEW,38,8.4,Manquillo,1258,1,3,1,27,0,0,206,244.2,65.4,64.0,37.7,240,265,278,278,Defender,4.5,4,Budget,Differential
