id,name,now_cost,position,team,clean_sheets_per_90,threat_rank_type,expected_assists_per_90,expected_assists,points_per_game_rank,goals_scored,penalties_missed,creativity_rank_type,transfers_out,value_form,direct_freekicks_order,value_season,bonus,starts_per_90,cost_change_start,news_added,expected_goals_conceded,cost_change_start_fall,expected_goals_conceded_per_90,red_cards,threat,selected_rank_type,influence,penalties_saved,corners_and_indirect_freekicks_order,ep_next,event_points,web_name,creativity,ict_index_rank,saves_per_90,creativity_rank,expected_goals,own_goals,status,now_cost_rank_type,saves,yellow_cards,goals_conceded,news,expected_goal_involvements_per_90,assists,form_rank_type,ict_index_rank_type,chance_of_playing_next_round,influence_rank,penalties_order,ict_index,form,dreamteam_count,expected_goal_involvements,chance_of_playing_this_round,starts,points_per_game,minutes,total_points,in_dreamteam,form_rank,selected_rank,expected_goals_per_90,threat_rank,ep_this,transfers_in,bps,goals_conceded_per_90,selected_by_percent,influence_rank_type,points_per_game_rank_type,clean_sheets,now_cost_rank
289,Caoimhin Kelleher,39,GKP,Liverpool,0.0,18,0.0,0.00,306,0,0,28,21555,0.1,,0.5,0,1.0,-1,2022-07-29T22:30:04.925323Z,1.77,1,1.77,0,0.0,46,0.0,0,,1.0,2,Kelleher,0.0,557,6.0,535,0.00,0,a,68,6,0,4,,0.0,0,26,48,100.0,553,,0.0,0.3,0,0.00,100.0,1,2.0,90,2,False,362,371,0.0,498,1.3,16821,20,4.0,0.2,48,35,0,739
290,Ibrahima Konaté,49,DEF,Liverpool,0.41,47,0.04,0.65,199,0,0,132,241740,0.6,,10.0,0,0.99,-1,2023-05-26T10:00:10.645589Z,24.34,1,1.41,0,144.0,57,285.6,0,,3.3,0,Konaté,39.6,291,0.0,380,1.21,1,d,32,0,5,22,Illness - 75% chance of playing,0.11,0,29,99,75.0,235,,46.8,2.8,0,1.86,75.0,17,2.7,1551,49,False,111,169,0.07,223,2.8,309412,305,1.28,1.3,89,71,7,241
291,Curtis Jones,49,MID,Liverpool,0.35,92,0.12,1.36,172,3,0,108,11011,1.1,,10.6,4,1.05,-1,2022-12-21T14:30:07.128942Z,15.60,1,1.36,0,236.0,99,266.2,0,,7.4,1,Jones,214.4,210,0.0,169,1.15,0,a,140,0,2,15,,0.22,1,12,104,100.0,256,,71.6,5.5,1,2.51,100.0,12,2.9,1029,52,False,19,296,0.1,156,6.5,53411,206,1.31,0.4,108,68,4,242
292,Konstantinos Tsimikas,43,DEF,Liverpool,0.47,60,0.15,1.30,239,0,0,22,124482,0.3,,11.2,2,1.06,-2,2023-03-28T21:00:08.365221Z,14.45,2,1.71,0,124.0,112,177.6,0,3.0,2.6,-1,Tsimikas,281.7,251,0.0,125,0.68,0,a,142,0,3,11,,0.23,4,82,80,100.0,317,,58.5,1.2,1,1.98,100.0,9,2.4,762,48,False,249,307,0.08,242,2.2,139456,216,1.3,0.4,125,88,4,566
293,Luis Díaz,78,MID,Liverpool,0.36,59,0.12,1.32,96,4,0,122,4016729,0.4,,7.9,7,1.0,-2,2023-03-31T15:00:09.298898Z,11.99,2,1.09,0,388.0,20,236.2,0,,4.8,1,Luis Díaz,176.7,177,0.0,196,2.48,0,a,10,0,2,11,,0.35,2,39,97,100.0,278,,80.1,3.3,1,3.80,100.0,11,3.6,991,62,False,78,59,0.23,93,4.3,2486665,166,1.0,6.6,117,42,4,23
294,Harvey Elliott,48,MID,Liverpool,0.28,65,0.24,4.31,338,1,0,69,271327,0.2,,12.9,2,1.01,-2,2022-12-31T08:30:08.114482Z,26.07,2,1.47,0,363.0,86,257.0,0,,2.0,0,Elliott,372.3,128,0.0,93,2.12,0,a,174,0,2,20,,0.36,2,144,79,100.0,262,,99.4,0.8,0,6.43,100.0,18,1.9,1600,62,False,303,259,0.12,103,1.8,282220,286,1.12,0.5,110,136,5,291
296,Fábio Freitas Gouveia Carvalho,51,MID,Liverpool,0.0,118,0.07,0.25,300,2,0,199,136756,0.0,,5.3,0,1.06,-4,2023-01-27T15:30:08.500231Z,5.01,4,1.33,0,173.0,116,89.4,0,,1.2,0,Carvalho,36.7,367,0.0,391,1.11,0,a,104,0,0,3,,0.36,1,187,166,100.0,395,,29.7,0.2,0,1.36,100.0,4,2.1,339,27,False,399,340,0.29,198,1.2,122389,80,0.8,0.3,167,121,0,181
297,Darwin Núñez Ribeiro,86,FWD,Liverpool,0.37,7,0.14,2.66,120,9,0,10,5508676,0.2,,11.6,8,1.02,-4,2023-05-15T22:30:08.790165Z,28.62,4,1.53,1,1078.0,11,458.2,0,,2.0,0,Darwin,336.9,37,0.0,105,12.15,0,d,6,0,1,22,Toe Injury - 75% chance of playing,0.79,5,32,10,75.0,133,,186.0,1.3,1,14.81,75.0,19,3.4,1684,100,False,244,60,0.65,11,1.7,4112461,310,1.18,6.4,14,17,7,11
298,Calvin Ramsay,39,DEF,Liverpool,0.0,190,0.0,0.00,583,0,0,199,40065,0.0,,0.0,0,0.0,-1,2023-02-17T12:30:09.308621Z,0.00,1,0.0,0,0.0,140,0.0,0,,0.0,0,Ramsay,0.0,570,0.0,549,0.00,0,i,250,0,0,0,Knee injury - Expected back 01 Jul,0.0,0,154,201,0.0,566,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,448,369,0.0,513,0.0,27658,0,0.0,0.2,202,202,0,756
497,Adrián San Miguel del Castillo,38,GKP,Liverpool,0.0,8,0.0,0.00,557,0,0,18,79831,0.0,,0.0,0,0.0,-2,,0.00,2,0.0,0,0.0,37,0.0,0,,1.0,0,Adrián,0.0,543,0.0,517,0.00,0,a,81,0,0,0,,0.0,0,33,42,,539,,0.0,0.0,0,0.00,,0,0.0,0,0,False,414,239,0.0,479,1.0,61345,0,0.0,0.6,42,43,0,764
498,Rhys Williams,40,DEF,Liverpool,0.0,199,0.0,0.00,604,0,0,207,745,0.0,,0.0,0,0.0,0,2022-07-19T23:00:04.376982Z,0.00,0,0.0,0,0.0,253,0.0,0,,0.0,0,R.Williams,0.0,590,0.0,571,0.00,0,u,193,0,0,0,Joined Blackpool on loan - Expected back 01 Jul,0.0,0,163,209,0.0,586,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,469,716,0.0,537,0.0,0,0,0.0,0.0,210,211,0,669
499,Ben Davies,40,DEF,Liverpool,0.0,192,0.0,0.00,592,0,0,201,579,0.0,,0.0,0,0.0,0,2022-07-19T23:00:04.398981Z,0.00,0,0.0,0,0.0,256,0.0,0,,0.0,0,Davies,0.0,579,0.0,560,0.00,0,u,185,0,0,0,Transferred to Rangers - Unknown return date,0.0,0,156,203,0.0,575,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,457,730,0.0,525,0.0,0,0,0.0,0.0,204,204,0,656
500,Sepp van den Berg,40,DEF,Liverpool,0.0,205,0.0,0.00,614,0,0,212,30288,0.0,,0.0,0,0.0,0,2022-08-31T07:21:56.075322Z,0.00,0,0.0,0,0.0,157,0.0,0,,0.0,0,Van den Berg,0.0,600,0.0,581,0.00,0,u,201,0,0,0,Season-long loan to Schalke 04,0.0,0,170,214,0.0,596,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,481,418,0.0,548,0.0,10688,0,0.0,0.1,215,216,0,682
501,Nathaniel Phillips,38,DEF,Liverpool,0.0,154,0.01,0.01,403,0,0,172,88295,0.0,,0.8,0,1.38,-2,,0.48,2,0.66,0,18.0,89,15.4,0,,1.0,0,Phillips,1.4,483,0.0,477,0.04,0,a,255,0,0,1,,0.07,0,136,168,,476,,3.4,0.0,0,0.05,,1,1.5,65,3,False,418,251,0.06,425,1.0,101943,17,1.38,0.6,169,143,0,768
563,Luke Chambers,40,DEF,Liverpool,0.0,210,0.0,0.00,624,0,0,216,9750,0.0,,0.0,0,0.0,0,2023-01-31T16:04:16.856623Z,0.00,0,0.0,0,0.0,169,0.0,0,,0.0,0,Chambers,0.0,610,0.0,591,0.00,0,u,206,0,0,0,Season-long loan to Kilmarnock,0.0,0,175,218,0.0,606,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,492,454,0.0,559,0.0,7417,0,0.0,0.1,219,220,0,693
564,Stefan Bajcetic,43,MID,Liverpool,0.52,155,0.08,0.47,313,1,0,184,38366,0.0,,5.1,0,1.03,-2,2023-03-15T00:30:09.273516Z,6.80,2,1.17,0,77.0,218,90.2,0,,0.0,0,Bajcetic,61.7,395,0.0,352,0.79,0,i,316,0,2,4,Thigh injury - Expected back 01 Jul,0.22,0,210,174,0.0,393,,22.8,0.0,0,1.26,0.0,6,2.0,522,22,False,571,553,0.14,309,0.0,40504,85,0.69,0.0,166,122,3,585
584,Bobby Clark,45,MID,Liverpool,0.0,230,1.16,0.09,504,0,0,242,1524,0.0,,0.2,0,0.0,0,,0.00,0,0.0,0,2.0,263,0.0,0,,1.0,0,Clark,0.3,531,0.0,498,0.00,0,a,243,0,0,0,,1.16,0,260,240,,714,,0.2,0.0,0,0.09,,0,1.0,7,1,False,665,660,0.0,471,1.0,1504,1,0.0,0.0,292,227,0,428
592,Harvey Davies,40,GKP,Liverpool,0.0,52,0.0,0.00,625,0,0,61,2112,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,63,0.0,0,,1.0,0,H.Davies,0.0,611,0.0,592,0.00,0,a,57,0,0,0,,0.0,0,70,78,,607,,0.0,0.0,0,0.00,,0,0.0,0,0,False,493,595,0.0,560,1.0,1915,0,0.0,0.0,78,78,0,694
620,Arthur Henrique Ramos de Oliveira Melo,48,MID,Liverpool,0.0,322,0.0,0.00,756,0,0,325,8379,0.0,,0.0,0,0.0,-2,2022-10-07T11:00:07.432007Z,0.00,2,0.0,0,0.0,243,0.0,0,,1.0,0,Arthur,0.0,754,0.0,749,0.00,0,a,167,0,0,0,,0.0,0,303,324,100.0,753,,0.0,0.0,0,0.00,100.0,0,0.0,0,0,False,718,608,0.0,742,1.0,8600,0,0.0,0.0,324,326,0,278
665,Ben Doak,45,MID,Liverpool,0.0,226,0.0,0.00,507,0,0,231,809,0.0,,0.4,0,0.0,0,,0.96,0,3.76,0,4.0,299,5.6,0,,1.0,0,Doak,1.4,503,0.0,479,0.00,0,a,246,0,0,1,,0.0,0,262,225,,502,,1.2,0.0,0,0.00,,0,1.0,23,2,False,668,723,0.0,464,1.0,965,4,3.91,0.0,224,229,0,433
680,Cody Gakpo,76,MID,Liverpool,0.37,53,0.12,1.87,36,7,0,92,1345408,0.5,,11.8,4,1.05,-4,2023-01-02T15:30:08.448397Z,19.56,4,1.21,0,415.0,24,331.8,0,,4.4,6,Gakpo,271.1,124,0.0,131,6.43,0,a,12,0,0,19,,0.52,3,34,77,100.0,206,,101.3,3.8,1,8.30,100.0,17,4.3,1455,90,False,64,73,0.4,82,4.8,1935175,256,1.18,5.3,85,17,6,25
299,Kyle Walker,47,DEF,Man City,0.32,137,0.06,1.32,208,0,0,47,2016251,0.7,,14.7,0,1.01,-3,2022-10-02T21:00:07.238617Z,20.07,3,0.92,0,39.0,30,223.8,0,,4.7,2,Walker,176.2,307,0.0,197,0.39,0,a,47,0,3,20,,0.08,0,17,105,100.0,286,,43.8,3.4,0,1.71,100.0,22,2.6,1953,69,False,67,82,0.02,381,4.4,1459763,376,0.92,4.5,111,76,7,296
300,Ilkay Gündogan,74,MID,Man City,0.38,29,0.17,4.37,35,8,1,31,994013,0.7,3.0,17.8,9,1.03,-1,,20.31,1,0.78,0,597.0,17,596.2,0,6.0,7.0,0,Gündogan,636.9,39,0.0,38,7.83,0,a,14,0,0,20,,0.47,6,15,26,,77,,182.7,5.1,1,12.20,,27,4.3,2351,132,False,23,52,0.3,46,6.1,1613621,518,0.77,7.7,35,16,10,27
301,Kevin De Bruyne,121,MID,Man City,0.37,27,0.51,13.69,8,7,0,2,6671693,0.1,1.0,15.1,26,1.04,1,2023-05-03T22:30:08.835778Z,19.88,-1,0.74,0,598.0,7,897.8,0,2.0,1.8,0,De Bruyne,1476.7,8,0.0,3,5.34,0,a,2,0,1,23,,0.71,18,152,6,100.0,14,4.0,297.6,0.7,5,19.03,100.0,28,5.7,2413,183,False,319,12,0.2,44,1.7,7222275,742,0.86,25.5,5,4,10,3
302,John Stones,56,DEF,Man City,0.34,52,0.05,0.97,55,2,0,50,810277,0.3,,16.6,13,1.02,1,2023-01-28T00:00:08.591408Z,13.56,-1,0.66,0,135.0,17,396.0,0,,2.8,0,Stones,164.1,219,0.0,207,1.03,1,a,9,0,2,17,,0.1,2,73,65,100.0,167,,69.6,1.6,1,2.00,100.0,21,4.0,1844,93,False,222,48,0.05,231,2.6,1416852,422,0.83,8.2,63,8,7,89
303,Riyad Mahrez,75,MID,Man City,0.28,34,0.25,5.22,41,5,0,19,2424019,0.7,2.0,16.8,11,1.04,-5,,18.28,5,0.86,0,520.0,15,533.6,0,1.0,6.3,2,Mahrez,773.4,40,0.0,22,5.40,0,a,13,0,2,23,,0.5,12,16,27,,104,2.0,182.5,4.9,2,10.62,,22,4.2,1913,126,False,26,47,0.25,57,5.9,2792148,470,1.08,8.9,44,20,6,26
305,Jack Grealish,71,MID,Man City,0.44,19,0.3,6.74,33,5,0,22,2234404,0.2,,17.0,9,1.01,1,2023-05-24T23:30:09.833906Z,14.46,-1,0.63,0,683.0,16,515.8,0,4.0,1.7,0,Grealish,721.3,33,0.0,29,4.50,0,d,19,0,4,16,Knock - 75% chance of playing,0.5,10,120,22,75.0,109,,191.7,1.1,2,11.24,75.0,23,4.3,2051,121,False,263,50,0.2,34,1.6,2703020,490,0.7,7.9,46,15,10,36
306,João Cancelo,71,DEF,Man City,0.42,13,0.11,1.53,34,2,0,25,6560851,0.0,,10.3,10,1.13,1,2023-01-31T13:55:52.460014Z,13.34,-1,0.94,1,276.0,5,277.0,0,,0.0,0,Cancelo,266.4,172,0.0,133,0.83,0,u,2,0,3,16,Season-long loan to Bayern Munich,0.17,2,261,42,0.0,245,,81.2,0.0,4,2.36,0.0,16,4.3,1273,73,False,774,18,0.06,132,0.0,3729404,304,1.13,17.8,94,4,6,37
307,Ederson Santana de Moraes,54,GKP,Man City,0.31,84,0.01,0.22,108,0,0,5,2361752,0.4,,22.4,8,1.0,-1,,28.08,1,0.8,0,0.0,5,479.0,0,,2.8,3,Ederson,13.1,276,1.31,441,0.00,0,a,4,46,3,32,,0.01,1,17,18,,121,,49.2,2.0,0,0.22,,35,3.5,3150,121,False,173,24,0.0,770,3.0,2129302,581,0.91,15.0,18,22,11,125
308,Nathan Aké,50,DEF,Man City,0.43,43,0.06,1.30,105,1,0,52,1087755,0.7,,18.4,9,1.06,0,2023-05-06T20:30:08.256250Z,16.48,0,0.79,0,150.0,45,383.4,0,,1.9,8,Aké,161.6,218,0.0,209,1.55,0,d,21,0,2,15,Hamstring injury - 50% chance of playing,0.13,0,18,64,50.0,178,,69.7,3.4,1,2.85,50.0,22,3.5,1871,92,False,68,125,0.07,218,2.2,1184646,419,0.72,2.4,68,26,9,188
309,Aymeric Laporte,56,DEF,Man City,0.36,106,0.04,0.44,124,0,0,82,140420,0.4,,7.1,3,1.0,-4,2023-05-24T23:30:09.857504Z,11.77,4,1.07,0,68.0,91,166.2,0,,2.6,2,Laporte,107.8,343,0.0,279,0.49,0,d,10,0,0,10,Knock - 75% chance of playing,0.08,0,38,121,75.0,329,,34.1,2.4,0,0.93,75.0,11,3.3,992,40,False,134,257,0.04,321,2.5,117538,210,0.91,0.6,134,30,4,91
310,Zack Steffen,40,GKP,Man City,0.0,36,0.0,0.00,593,0,0,45,2401,0.0,,0.0,0,0.0,0,2022-07-19T23:00:04.232428Z,0.00,0,0.0,0,0.0,73,0.0,0,,0.0,0,Steffen,0.0,580,0.0,561,0.00,0,u,41,0,0,0,Joined Middlesbrough on loan - Expected back 01 Jul,0.0,0,54,62,0.0,576,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,458,673,0.0,526,0.0,0,0,0.0,0.0,62,62,0,657
311,Bernardo Veiga de Carvalho e Silva,67,MID,Man City,0.29,52,0.16,3.83,149,4,0,45,2267643,0.1,,15.8,9,0.98,-3,,23.24,3,0.95,0,424.0,22,492.0,0,,2.2,0,Bernardo,515.0,73,0.0,54,2.09,0,a,23,0,5,24,,0.25,6,140,52,,117,,143.1,1.0,2,5.92,,24,3.1,2196,106,False,293,67,0.09,81,2.0,1995525,427,0.98,5.9,51,61,7,46
312,Rúben Gato Alves Dias,60,DEF,Man City,0.41,62,0.02,0.34,147,0,0,102,1588052,0.3,,13.3,1,0.99,0,2023-05-24T23:30:09.872175Z,17.36,0,0.78,0,124.0,19,416.8,0,,2.5,0,Dias,83.7,238,0.0,314,1.36,0,d,6,0,3,16,Knock - 75% chance of playing,0.08,0,53,75,75.0,151,,62.5,2.0,0,1.70,75.0,22,3.1,1997,80,False,174,54,0.06,244,2.2,1104765,432,0.72,7.4,53,44,9,69
314,Phil Foden,80,MID,Man City,0.25,17,0.23,4.73,27,11,0,26,4532519,0.5,4.0,17.8,15,1.08,0,2023-03-26T21:00:08.998209Z,17.62,0,0.87,0,712.0,14,671.2,0,3.0,5.5,2,Foden,670.8,27,0.0,33,5.75,0,a,7,0,1,16,,0.51,7,25,19,100.0,49,,205.4,4.1,3,10.48,100.0,22,4.4,1832,142,False,50,45,0.28,31,5.1,4736083,517,0.79,9.7,21,11,5,17
315,Rodrigo Hernandez,56,MID,Man City,0.34,40,0.11,3.49,161,2,0,38,450840,0.3,,19.3,7,1.05,-4,2022-10-02T21:00:07.266280Z,25.24,4,0.78,0,493.0,48,716.0,0,,3.0,0,Rodri,555.9,44,0.0,46,4.53,0,a,51,0,5,26,,0.25,6,98,31,100.0,40,,176.9,1.7,1,8.02,100.0,34,3.0,2911,108,False,209,138,0.14,64,2.7,316252,606,0.8,1.9,16,65,11,97
316,Cole Palmer,42,MID,Man City,0.25,145,0.12,0.49,423,0,0,171,27916,0.3,,4.5,0,0.5,-3,2022-08-12T16:00:05.831482Z,7.13,3,1.79,0,97.0,145,59.2,0,,2.2,2,Palmer,72.4,394,0.0,330,0.36,0,a,324,0,1,4,,0.21,1,111,173,100.0,426,,23.1,1.3,0,0.85,100.0,2,1.4,358,19,False,239,404,0.09,276,2.3,24237,76,1.01,0.1,183,184,1,613
317,James McAtee,45,MID,Man City,0.0,269,0.0,0.00,699,0,0,277,885,0.0,,0.0,0,0.0,0,2022-08-04T13:21:06.218126Z,0.00,0,0.0,0,0.0,304,0.0,0,,0.0,0,McAtee,0.0,688,0.0,682,0.00,0,u,219,0,0,0,Season-long loan to Sheffield United,0.0,0,241,275,0.0,683,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,632,735,0.0,667,0.0,0,0,0.0,0.0,272,286,0,386
318,Erling Haaland,124,FWD,Man City,0.42,1,0.1,3.11,2,36,0,9,4782879,0.4,,21.9,40,1.07,9,2023-03-21T11:00:07.837535Z,25.24,-9,0.82,0,1825.0,1,1390.0,0,,6.2,0,Haaland,371.0,2,0.0,95,28.54,0,a,1,0,5,26,,1.03,9,7,2,100.0,1,1.0,358.1,4.4,11,31.65,100.0,33,7.8,2767,272,True,41,1,0.93,1,5.4,7833248,1040,0.85,78.4,1,1,13,2
319,Julián Álvarez,61,FWD,Man City,0.31,21,0.1,1.63,125,9,0,15,869475,0.7,,16.9,14,0.81,-4,2022-12-21T14:30:07.153297Z,17.14,4,1.07,0,545.0,10,430.8,0,,5.5,2,Álvarez,271.1,88,0.0,130,6.79,0,a,28,0,0,16,,0.52,3,8,16,100.0,146,3.0,124.7,4.1,2,8.42,100.0,13,3.3,1448,103,False,49,51,0.42,53,5.1,1407829,393,0.99,7.7,15,18,5,67
320,Luke Mbete-Tabu,39,DEF,Man City,0.0,188,0.0,0.00,578,0,0,197,57375,0.0,,0.0,0,0.0,-1,2022-08-25T14:30:06.307078Z,0.00,1,0.0,0,0.0,164,0.0,0,,0.0,0,Mbete,0.0,565,0.0,544,0.00,0,u,248,0,0,0,Season-long loan to Huddersfield Town,0.0,0,152,199,0.0,561,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,443,436,0.0,508,0.0,47144,0,0.0,0.1,200,200,0,751
322,Josh Wilson-Esbrand,38,DEF,Man City,0.0,178,0.0,0.00,563,0,0,188,241778,0.0,,0.0,0,0.0,-2,2023-01-12T11:56:39.707551Z,0.00,2,0.0,0,0.0,85,0.0,0,,0.0,0,Wilson-Esbrand,0.0,549,0.0,524,0.00,0,u,259,0,0,0,Season-long loan to Coventry City,0.0,0,140,190,0.0,545,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,424,241,0.0,487,0.0,227647,0,0.0,0.6,191,191,0,774
323,Liam Delap,44,FWD,Man City,0.0,69,0.0,0.00,676,0,0,69,65713,0.0,,0.0,0,0.0,-1,2022-08-23T08:30:06.022828Z,0.00,1,0.0,0,0.0,59,0.0,0,,0.0,0,Delap,0.0,665,0.0,657,0.00,0,u,90,0,0,0,Joined Stoke City on loan - Expected back 01 Jul,0.0,0,60,71,0.0,660,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,603,391,0.0,640,0.0,13802,0,0.0,0.2,69,71,0,530
324,Stefan Ortega Moreno,37,GKP,Man City,0.67,3,0.0,0.00,3,0,0,13,225171,0.9,,6.2,5,1.0,-3,2023-03-01T17:30:07.715628Z,4.12,3,1.37,0,0.0,21,116.8,0,,4.8,0,Ortega,0.0,436,4.67,511,0.00,0,a,85,14,0,1,,0.0,0,7,28,100.0,366,,11.7,3.3,1,0.00,100.0,3,7.7,270,23,False,73,159,0.0,473,4.3,315760,90,0.33,1.5,28,2,2,777
325,Kalvin Phillips,48,MID,Man City,0.31,207,0.03,0.11,463,0,0,192,49632,0.2,,2.9,0,0.62,-2,2022-12-23T10:30:07.728260Z,5.05,2,1.56,0,19.0,154,39.0,0,,2.0,2,Phillips,46.5,447,0.0,372,0.28,0,a,163,0,1,3,,0.12,0,119,203,100.0,454,,10.5,1.1,0,0.39,100.0,2,1.2,291,14,False,261,428,0.09,424,2.1,7922,68,0.93,0.1,199,205,1,273
502,Scott Carson,38,GKP,Man City,0.0,4,0.0,0.00,554,0,0,14,72576,0.0,,0.0,0,0.0,-2,,0.00,2,0.0,0,0.0,41,0.0,0,,1.0,0,Carson,0.0,540,0.0,513,0.00,0,a,77,0,0,0,,0.0,0,29,39,,536,,0.0,0.0,1,0.00,,0,0.0,0,0,False,410,295,0.0,475,1.0,88998,0,0.0,0.4,39,40,0,760
573,Rico Lewis,38,DEF,Man City,0.2,134,0.16,1.63,285,0,0,53,300248,0.4,,7.6,0,1.0,-2,,8.90,2,0.89,0,40.0,63,114.6,0,,2.7,2,Lewis,152.4,360,0.0,218,0.21,0,a,260,0,1,8,,0.18,0,63,127,,370,,30.7,1.7,0,1.84,,10,2.1,900,29,False,202,185,0.02,378,2.7,399450,168,0.8,1.1,146,102,2,775
587,Sergio Gómez,44,DEF,Man City,0.26,150,0.28,1.05,353,0,0,125,38844,0.4,,4.8,1,0.53,-1,,5.90,1,1.56,0,24.0,167,66.2,0,,2.5,2,Sergio Gómez,52.8,426,0.0,366,0.37,0,a,119,0,0,6,,0.38,1,70,153,,417,,14.3,1.6,0,1.42,,2,1.8,340,21,False,215,447,0.1,410,2.6,41010,83,1.59,0.1,155,127,1,521
599,Claudio Gomes,45,MID,Man City,0.0,266,0.0,0.00,694,0,0,274,1225,0.0,,0.0,0,0.0,0,2022-09-06T08:40:49.844334Z,0.00,0,0.0,0,0.0,285,0.0,0,,0.0,0,Gomes,0.0,683,0.0,677,0.00,0,u,213,0,0,0,Transferred to Palermo,0.0,0,237,272,0.0,678,,0.0,0.0,0,0.00,0.0,0,0.0,0,0,False,625,703,0.0,661,0.0,980,0,0.0,0.0,269,283,0,374
600,Ben Knight,45,MID,Man City,0.0,268,0.0,0.00,697,0,0,276,939,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,275,0.0,0,,1.0,0,Knight,0.0,686,0.0,680,0.00,0,a,216,0,0,0,,0.0,0,239,274,,681,,0.0,0.0,0,0.00,,0,0.0,0,0,False,629,685,0.0,665,1.0,1001,0,0.0,0.0,271,285,0,382
610,Manuel Akanji,51,DEF,Man City,0.28,31,0.04,0.99,187,0,0,54,699962,0.3,,16.1,5,0.95,1,2023-05-24T23:30:10.295920Z,21.70,-1,0.86,0,180.0,34,385.6,0,,2.2,0,Akanji,146.5,213,0.0,223,1.14,0,d,19,0,2,23,Knock - 75% chance of playing,0.08,1,66,62,75.0,176,,71.4,1.7,0,2.13,75.0,24,2.8,2284,82,False,207,93,0.04,192,2.0,1063599,460,0.91,3.6,67,64,7,177
712,Máximo Perrone,44,MID,Man City,0.0,225,0.05,0.01,497,0,0,225,210,0.0,,0.2,0,0.0,-1,2023-05-24T21:30:09.793852Z,0.19,1,0.95,0,4.0,309,1.0,0,,0.0,0,Perrone,2.6,514,0.0,467,0.00,0,i,295,0,0,1,International Duty - Expected back 12 Jun,0.05,0,226,232,0.0,526,,0.8,0.0,0,0.01,0.0,0,1.0,18,1,False,605,741,0.0,462,0.0,292,4,5.0,0.0,239,223,0,532
772,Alex Robertson,45,MID,Man City,0.0,270,0.0,0.00,700,0,0,278,1,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,334,0.0,0,,2.4,0,Robertson,0.0,689,0.0,683,0.00,0,a,220,0,0,0,,0.0,0,242,276,,684,,0.0,0.0,0,0.00,,0,0.0,0,0,False,633,773,0.0,668,1.0,14,0,0.0,0.0,273,287,0,387
773,Shea Charles,45,MID,Man City,0.0,279,0.0,0.00,501,0,0,287,2,0.1,,0.2,0,0.0,0,,0.05,0,0.17,0,0.0,335,0.0,0,,2.4,1,Charles,0.0,706,0.0,701,0.00,0,a,231,0,0,1,,0.0,0,175,285,,702,,0.0,0.3,0,0.00,,0,1.0,27,1,False,366,774,0.0,685,1.3,17,3,3.33,0.0,282,225,0,409
774,Nico O'Reilly,45,MID,Man City,0.0,280,0.0,0.00,717,0,0,288,4,0.0,,0.0,0,0.0,0,,0.00,0,0.0,0,0.0,336,0.0,0,,2.4,0,O'Reilly,0.0,708,0.0,703,0.00,0,a,233,0,0,0,,0.0,0,251,286,,704,,0.0,0.0,0,0.00,,0,0.0,0,0,False,653,775,0.0,687,1.0,16,0,0.0,0.0,283,295,0,412
162,Jack Butland,44,GKP,Man Utd,0.0,65,0.0,0.00,664,0,0,74,10956,0.0,,0.0,0,0.0,-1,2023-02-01T00:30:08.160797Z,0.00,1,0.0,0,0.0,56,0.0,0,,0.0,0,Butland,0.0,652,0.0,642,0.00,0,a,21,0,0,0,,0.0,0,79,83,100.0,647,,0.0,0.0,0,0.00,100.0,0,0.0,0,0,False,577,487,0.0,620,0.0,4735,0,0.0,0.1,83,83,0,484
326,Cristiano Ronaldo dos Santos Aveiro,102,FWD,Man Utd,0.52,45,0.04,0.25,334,1,0,47,590916,0.0,,2.0,3,0.69,-3,2022-11-23T09:33:05.428217Z,5.95,3,1.03,0,218.0,23,63.8,0,,0.0,0,Ronaldo,83.2,338,0.0,315,1.89,0,u,3,0,2,8,Left club by mutual agreement,0.37,0,93,49,0.0,421,,35.6,0.0,1,2.14,0.0,4,2.0,519,20,False,777,137,0.33,168,0.0,227123,42,1.39,1.9,51,44,3,6
327,David De Gea Quintana,51,GKP,Man Utd,0.45,81,0.01,0.22,37,0,0,7,1487278,1.0,,31.6,5,1.0,1,,50.24,-1,1.32,0,0.0,4,792.2,1,,4.7,7,De Gea,13.0,174,2.66,443,0.00,0,a,5,101,0,43,,0.01,0,2,7,,21,,80.7,5.0,2,0.22,,38,4.2,3420,161,False,25,22,0.0,760,5.0,2277434,729,1.13,15.8,7,8,17,167
