first_name,points_per_game,second_name,selected_by_percent,team,total_points,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,creativity_rank,threat_rank,ict_index_rank,position,price,G+A,price_range,ownership
Kjell,0.0,Scherpen,0.2,BHA,0,0.0,Scherpen,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,425,415,411,425,Goalkeeper,4.5,0,Budget,Differential
Nick,4.5,Pope,5.2,BUR,144,26.2,Pope,2880,0,0,11,37,114,20,652,846.6,20.0,2.0,86.8,12,302,328,159,Goalkeeper,5.5,0,Mid,Differential
Will,1.5,Norris,0.2,BUR,3,0.7,Norris,180,0,0,0,4,2,0,20,15.2,10.0,0.0,2.6,354,318,384,352,Goalkeeper,4.5,0,Budget,Differential
Bailey,0.8,Peacock-Farrell,0.1,BUR,3,0.7,Peacock-Farrell,360,0,0,0,14,10,0,49,82.6,0.0,0.0,8.2,316,404,400,336,Goalkeeper,4.5,0,Budget,Differential
Wayne,0.0,Hennessey,0.3,BUR,0,0.0,Hennessey,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,383,361,355,383,Goalkeeper,4.5,0,Budget,Differential
Kepa,3.7,Arrizabalaga,0.3,CHE,26,5.2,Arrizabalaga,585,0,0,2,8,16,5,117,113.6,0.0,0.0,11.3,296,442,437,329,Goalkeeper,5.0,0,Mid,Differential
Edouard,4.5,Mendy,8.9,CHE,140,23.3,Mendy,2745,0,0,16,25,57,8,613,470.2,0.0,0.0,47.2,139,484,484,249,Goalkeeper,6.0,0,Premium,Differential
Vicente,3.4,Guaita,5.9,CRY,124,27.6,Guaita,3330,0,0,8,64,107,15,639,819.4,0.0,0.0,82.2,15,367,361,169,Goalkeeper,4.5,0,Budget,Differential
Jack,2.0,Butland,0.5,CRY,2,0.4,Butland,90,0,0,0,2,3,0,14,16.6,0.0,0.0,1.7,352,379,373,358,Goalkeeper,4.5,0,Budget,Differential
Jordan,3.7,Pickford,7.6,EVE,114,22.8,Pickford,2742,0,0,10,39,89,8,570,698.4,10.1,0.0,70.9,44,317,438,197,Goalkeeper,5.0,0,Mid,Differential
João,2.0,Virgínia,2.4,EVE,2,0.5,Virgínia,47,0,0,0,0,3,0,10,25.0,0.0,0.0,2.5,347,352,346,353,Goalkeeper,4.0,0,Budget,Differential
Asmir,0.0,Begović,1.8,EVE,0,0.0,Begović,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,364,339,332,364,Goalkeeper,4.0,0,Budget,Differential
Kasper,3.4,Schmeichel,15.1,LEI,128,25.6,Schmeichel,3420,0,0,11,50,88,6,631,769.0,0.0,0.0,76.9,27,427,423,183,Goalkeeper,5.0,0,Mid,High
Danny,0.0,Ward,3.8,LEI,0,0.0,Ward,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,369,345,338,369,Goalkeeper,4.0,0,Budget,Differential
Francisco,4.7,Casilla Cortés,0.0,LEE,14,3.1,Casilla,270,0,0,1,2,8,2,58,68.0,0.0,0.0,6.8,326,365,359,340,Goalkeeper,4.5,0,Budget,Differential
Illan,4.4,Meslier,5.0,LEE,154,30.8,Meslier,3150,0,0,11,52,140,20,774,1026.0,10.0,0.0,103.7,6,320,455,121,Goalkeeper,5.0,0,Mid,Differential
Kristoffer,0.0,Klaesson,0.1,LEE,0,0.0,Klaesson,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,405,401,415,Goalkeeper,4.5,0,Budget,Differential
Adrián,3.7,San Miguel del Castillo,0.3,LIV,11,2.4,Adrián,270,0,0,1,9,10,2,60,59.6,0.0,0.0,5.9,329,372,366,345,Goalkeeper,4.5,0,Budget,Differential
Alisson,4.2,Ramses Becker,5.6,LIV,140,23.3,Alisson,2970,1,0,10,32,84,13,660,776.4,0.1,17.0,79.4,24,336,309,175,Goalkeeper,6.0,1,Premium,Differential
Caoimhin,5.0,Kelleher,0.2,LIV,10,2.2,Kelleher,180,0,0,1,1,6,0,41,57.8,0.0,0.0,5.8,330,398,394,346,Goalkeeper,4.5,0,Budget,Differential
Ederson,4.4,Santana de Moraes,10.2,MCI,160,26.7,Ederson,3240,0,1,19,28,66,3,696,586.0,10.0,0.0,59.6,73,321,482,222,Goalkeeper,6.0,1,Premium,Differential
Zack,2.0,Steffen,0.3,MCI,2,0.4,Steffen,90,0,0,0,1,1,0,8,9.6,0.0,0.0,1.0,356,389,383,359,Goalkeeper,4.5,0,Budget,Differential
David,3.5,de Gea,2.2,MUN,91,18.2,de Gea,2295,0,0,9,32,59,4,416,464.2,0.0,0.0,46.4,142,433,429,251,Goalkeeper,5.0,0,Mid,Differential
Dean,3.4,Henderson,2.8,MUN,44,8.8,Henderson,1125,0,0,4,12,40,1,218,275.4,0.0,0.0,27.5,213,445,442,299,Goalkeeper,5.0,0,Mid,Differential
Karl,3.2,Darlow,1.4,NEW,80,17.8,Darlow,2250,0,0,4,43,88,6,450,682.4,0.0,0.0,68.3,52,371,365,204,Goalkeeper,4.5,0,Budget,Differential
Martin,3.7,Dubravka,0.5,NEW,48,10.7,Dubravka,1170,0,0,3,19,45,6,255,346.8,0.0,0.0,34.6,190,374,368,285,Goalkeeper,4.5,0,Budget,Differential
Michael,0.0,McGovern,0.7,NOR,0,0.0,McGovern,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,363,338,331,363,Goalkeeper,4.0,0,Budget,Differential
Tim,0.0,Krul,1.7,NOR,0,0.0,Krul,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,384,362,356,384,Goalkeeper,4.5,0,Budget,Differential
Angus,0.0,Gunn,1.5,NOR,0,0.0,Gunn,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,370,346,339,370,Goalkeeper,4.0,0,Budget,Differential
Fraser,3.8,Forster,1.1,SOU,30,6.7,Forster,720,0,0,2,11,20,0,147,191.0,0.0,0.0,19.1,252,366,360,313,Goalkeeper,4.5,0,Budget,Differential
Alex,3.1,McCarthy,1.9,SOU,94,20.9,McCarthy,2700,0,0,7,57,93,8,527,741.2,0.0,0.0,74.0,36,370,364,190,Goalkeeper,4.5,0,Budget,Differential
Joe,0.0,Hart,0.2,TOT,0,0.0,Hart,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,382,359,353,382,Goalkeeper,4.5,0,Budget,Differential
Hugo,3.9,Lloris,4.1,TOT,149,27.1,Lloris,3420,0,0,12,45,114,13,702,868.0,0.0,0.0,86.7,10,461,459,160,Goalkeeper,5.5,0,Mid,Differential
Pierluigi,0.0,Gollini,0.3,TOT,0,0.0,Gollini,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,401,388,382,401,Goalkeeper,4.5,0,Budget,Differential
Ben,0.0,Foster,27.4,WAT,0,0.0,Foster,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,362,337,330,362,Goalkeeper,4.0,0,Budget,High
Daniel,0.0,Bachmann,3.0,WAT,0,0.0,Bachmann,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,398,385,379,398,Goalkeeper,4.5,0,Budget,Differential
Darren,3.3,Randolph,0.2,WHU,10,2.2,Randolph,270,0,0,1,3,6,0,46,46.2,0.0,0.0,4.7,335,363,357,348,Goalkeeper,4.5,0,Budget,Differential
Lukasz,3.8,Fabianski,2.5,WHU,133,26.6,Fabianski,3150,0,0,10,44,102,11,634,745.2,0.0,0.0,74.4,35,429,425,189,Goalkeeper,5.0,0,Mid,Differential
Alphonse,3.4,Areola,1.2,WHU,124,24.8,Areola,3240,0,0,9,48,116,9,637,876.2,0.0,0.0,87.4,9,437,432,156,Goalkeeper,5.0,0,Mid,Differential
Rui Pedro,3.6,dos Santos Patrício,0.2,WOL,132,26.4,Patrício,3330,0,0,10,51,100,12,626,763.6,0.0,0.0,76.1,28,430,426,184,Goalkeeper,5.0,0,Mid,Differential
Andreas,0.0,Söndergaard,1.2,WOL,0,0.0,Söndergaard,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,379,356,350,379,Goalkeeper,4.0,0,Budget,Differential
John,2.0,Ruddy,0.3,WOL,4,0.9,Ruddy,91,0,0,0,1,3,0,19,25.4,0.0,0.0,2.5,346,360,354,354,Goalkeeper,4.5,0,Budget,Differential
José,0.0,Malheiro de Sá,0.5,WOL,0,0.0,Sá,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,447,444,440,447,Goalkeeper,5.0,0,Mid,Differential
Cédric,2.8,Soares,0.3,ARS,28,6.2,Cédric,744,0,1,2,11,0,3,125,110.8,114.8,66.0,29.2,298,209,265,295,Defender,4.5,1,Budget,Differential
Pablo,3.4,Marí,0.2,ARS,34,7.6,Marí,900,0,0,4,8,0,1,182,163.2,26.4,16.0,20.6,273,298,310,310,Defender,4.5,0,Budget,Differential
Héctor,3.8,Bellerín,0.9,ARS,94,18.8,Bellerín,2089,1,3,7,24,0,17,421,362.8,351.8,232.0,94.7,181,96,145,139,Defender,5.0,4,Mid,Differential
Calum,3.6,Chambers,0.6,ARS,36,8.0,Chambers,751,0,3,2,10,0,3,168,171.8,169.4,77.0,41.9,266,174,260,264,Defender,4.5,3,Budget,Differential
Sead,0.0,Kolasinac,0.2,ARS,0,0.0,Kolasinac,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,394,381,375,394,Defender,4.5,0,Budget,Differential
Rob,3.5,Holding,3.0,ARS,105,23.3,Holding,2557,0,1,11,26,0,10,536,602.6,76.1,97.0,77.7,63,259,234,181,Defender,4.5,1,Budget,Differential
Kieran,3.6,Tierney,8.5,ARS,96,19.2,Tierney,2299,1,4,8,27,0,4,483,446.4,490.1,201.0,113.9,149,56,158,105,Defender,5.0,5,Mid,Differential
Gabriel,3.4,Magalhães,0.3,ARS,78,15.6,Gabriel,1996,2,0,6,24,0,7,385,464.8,51.0,233.0,74.9,140,276,143,187,Defender,5.0,2,Mid,Differential
Konstantinos,0.0,Mavropanos,0.0,ARS,0,0.0,Mavropanos,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,423,413,409,423,Defender,4.5,0,Budget,Differential
William,0.0,Saliba,0.0,ARS,0,0.0,Saliba,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,433,423,419,433,Defender,4.5,0,Budget,Differential
Ben,2.9,White,24.4,ARS,104,23.1,White,3192,0,0,12,44,0,5,571,488.6,152.5,153.0,79.7,129,184,192,173,Defender,4.5,0,Budget,High
Nuno,0.0,Varela Tavares,0.5,ARS,0,0.0,Tavares,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,432,422,418,432,Defender,4.5,0,Budget,Differential
Björn,0.0,Engels,0.0,AVL,0,0.0,Engels,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,393,380,374,393,Defender,4.5,0,Budget,Differential
Kortney,4.6,Hause,0.2,AVL,32,7.1,Hause,630,1,0,3,6,0,3,124,147.0,2.2,57.0,20.7,283,332,277,309,Defender,4.5,1,Budget,Differential
Tyrone,3.6,Mings,8.2,AVL,128,25.6,Mings,3194,2,2,14,42,0,8,633,798.4,97.3,293.0,119.3,20,230,121,93,Defender,5.0,4,Mid,Differential
Matt,3.6,Targett,9.8,AVL,138,27.6,Targett,3404,0,4,16,44,0,9,710,690.4,607.0,122.0,142.2,51,39,211,76,Defender,5.0,4,Mid,Differential
Matthew,3.2,Cash,2.0,AVL,89,17.8,Cash,2373,0,2,11,35,0,8,468,520.8,352.9,110.0,98.7,107,95,222,133,Defender,5.0,2,Mid,Differential
Ezri,3.3,Konsa Ngoyo,1.2,AVL,119,23.8,Konsa,3195,2,0,12,46,0,8,580,695.6,34.2,276.0,101.0,46,286,130,130,Defender,5.0,2,Mid,Differential
Frédéric,0.0,Guilbert,0.1,AVL,0,0.0,Guilbert,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,399,395,410,Defender,4.5,0,Budget,Differential
Ashley,0.0,Young,0.9,AVL,0,0.0,Young,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,437,428,424,437,Defender,5.0,0,Mid,Differential
Pontus,0.0,Jansson,0.6,BRE,0,0.0,Jansson,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,388,373,367,388,Defender,4.5,0,Budget,Differential
Rico,0.0,Henry,0.7,BRE,0,0.0,Henry,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,408,396,392,408,Defender,4.5,0,Budget,Differential
Charlie,0.0,Goode,1.8,BRE,0,0.0,Goode,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,373,350,343,373,Defender,4.0,0,Budget,Differential
Mads,0.0,Roerslev Rasmussen,0.2,BRE,0,0.0,Roerslev,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,406,402,416,Defender,4.5,0,Budget,Differential
Mads,0.0,Bech Sørensen,0.2,BRE,0,0.0,Sørensen,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,418,408,404,418,Defender,4.5,0,Budget,Differential
Ethan,0.0,Pinnock,0.3,BRE,0,0.0,Pinnock,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,419,409,405,419,Defender,4.5,0,Budget,Differential
Kristoffer,0.0,Ajer,0.6,BRE,0,0.0,Ajer,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,406,394,390,406,Defender,4.5,0,Budget,Differential
Shane,0.0,Duffy,4.1,BHA,0,0.0,Duffy,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,367,343,336,367,Defender,4.0,0,Budget,Differential
Dan,2.4,Burn,0.2,BHA,64,14.2,Burn,2057,1,0,6,28,0,1,330,389.0,183.1,214.0,78.2,167,170,154,178,Defender,4.5,1,Budget,Differential
Lewis,3.9,Dunk,6.9,BHA,130,26.0,Dunk,2932,5,0,11,40,0,17,626,720.4,136.7,443.0,130.2,39,193,75,82,Defender,5.0,5,Mid,Differential
Adam,2.9,Webster,0.6,BHA,85,18.9,Webster,2594,1,0,9,35,0,0,470,505.4,96.6,244.0,84.6,115,232,137,165,Defender,4.5,1,Budget,Differential
Joël,3.4,Veltman,3.9,BHA,96,21.3,Veltman,2280,1,1,9,27,0,10,432,484.4,366.0,169.0,102.1,132,89,177,125,Defender,4.5,2,Budget,Differential
Bernardo,0.0,Fernandes Da Silva Junior,0.1,BHA,0,0.0,Bernardo,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,372,349,342,372,Defender,4.0,0,Budget,Differential
Tariq,3.2,Lamptey,3.1,BHA,35,7.8,Lamptey,887,1,3,2,15,0,2,156,147.8,162.9,156.0,46.7,282,177,187,250,Defender,4.5,4,Budget,Differential
James,3.0,Tarkowski,1.4,BUR,109,21.8,Tarkowski,3240,1,0,11,50,0,9,534,773.4,148.0,350.0,127.7,25,186,98,85,Defender,5.0,1,Mid,Differential
Phil,0.5,Bardsley,1.0,BUR,2,0.5,Bardsley,273,0,0,0,8,0,0,28,39.4,12.9,6.0,5.9,337,310,320,344,Defender,4.0,0,Budget,Differential
Erik,2.5,Pieters,0.3,BUR,50,11.1,Pieters,1260,0,3,3,19,0,5,203,199.4,77.0,63.0,34.0,248,256,271,286,Defender,4.5,3,Budget,Differential
Kevin,1.8,Long,0.6,BUR,14,3.5,Long,636,0,0,1,13,0,1,85,102.6,12.0,25.0,14.0,306,312,302,323,Defender,4.0,0,Budget,Differential
Ben,3.4,Mee,0.9,BUR,102,20.4,Mee,2693,2,0,10,41,0,7,500,691.0,71.6,312.0,107.9,50,263,109,112,Defender,5.0,2,Mid,Differential
Matthew,3.0,Lowton,3.2,BUR,103,22.9,Lowton,3060,1,1,10,47,0,6,545,551.2,380.8,125.0,105.8,90,84,210,118,Defender,4.5,2,Budget,Differential
Charlie,2.9,Taylor,0.9,BUR,83,18.4,Taylor,2425,0,2,8,42,0,5,451,494.4,248.5,52.0,79.5,124,139,280,174,Defender,4.5,2,Budget,Differential
Nathan,0.0,Collins,0.1,BUR,0,0.0,Collins,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,421,417,431,Defender,4.5,0,Budget,Differential
César,4.3,Azpilicueta,3.4,CHE,113,18.8,Azpilicueta,2187,1,2,13,20,0,12,518,502.2,413.3,164.0,107.9,117,73,182,113,Defender,6.0,3,Premium,Differential
Thiago,4.0,Emiliano da Silva,3.5,CHE,92,16.7,Thiago Silva,1935,2,0,10,25,0,10,481,537.8,84.9,223.0,84.5,97,247,147,168,Defender,5.5,2,Mid,Differential
Marcos,4.4,Alonso,1.3,CHE,57,10.4,Alonso,958,2,1,5,13,0,5,225,224.2,204.1,328.0,75.6,238,159,105,186,Defender,5.5,3,Mid,Differential
Antonio,4.9,Rüdiger,5.9,CHE,93,16.9,Rüdiger,1710,1,0,11,10,0,9,429,368.6,83.8,201.0,65.4,176,249,159,211,Defender,5.5,1,Mid,Differential
Kurt,4.5,Zouma,1.7,CHE,108,19.6,Zouma,2027,5,0,9,25,0,6,481,577.8,72.6,339.0,99.0,79,262,101,132,Defender,5.5,5,Mid,Differential
Andreas,3.6,Christensen,0.9,CHE,61,12.2,Christensen,1371,0,0,8,17,0,9,323,293.4,80.9,34.0,40.9,204,251,292,267,Defender,5.0,0,Mid,Differential
Benjamin,5.1,Chilwell,13.7,CHE,139,23.2,Chilwell,2286,3,6,12,23,0,11,549,545.0,535.8,408.0,148.5,92,48,82,69,Defender,6.0,9,Premium,Differential
Ethan,1.8,Ampadu,0.2,CHE,44,9.8,Ampadu,2087,0,0,2,41,0,4,341,458.0,189.6,51.0,70.1,144,168,281,200,Defender,4.5,0,Budget,Differential
Reece,3.5,James,8.6,CHE,112,20.4,James,2367,1,3,9,29,0,15,572,527.4,697.3,399.0,162.8,103,25,86,55,Defender,5.5,4,Mid,Differential
James,2.2,Tomkins,0.2,CRY,18,4.0,Tomkins,551,0,0,2,12,0,2,97,101.2,11.4,29.0,14.1,308,313,296,322,Defender,4.5,0,Budget,Differential
Cheikhou,2.3,Kouyaté,0.5,CRY,82,18.2,Kouyaté,3121,1,0,8,56,0,2,438,574.8,103.0,134.0,81.3,82,220,204,171,Defender,4.5,1,Budget,Differential
Martin,1.0,Kelly,1.5,CRY,1,0.2,Kelly,1,0,0,0,0,0,0,3,2.2,0.0,0.0,0.2,360,342,335,361,Defender,4.0,0,Budget,Differential
Jarosław,0.0,Jach,0.1,CRY,0,0.0,Jach,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,404,392,388,404,Defender,4.5,0,Budget,Differential
Nathan,0.0,Ferguson,0.0,CRY,0,0.0,Ferguson,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,421,411,407,421,Defender,4.5,0,Budget,Differential
Tyrick,3.1,Mitchell,1.1,CRY,58,12.9,Mitchell,1710,1,2,4,32,0,5,287,387.6,76.8,60.0,52.5,168,257,275,238,Defender,4.5,3,Budget,Differential
Joel,2.5,Ward,0.2,CRY,66,14.7,Ward,2255,0,1,7,43,0,6,353,366.8,118.2,28.0,51.3,178,206,299,242,Defender,4.5,1,Budget,Differential
Marc,0.0,Guéhi,0.4,CRY,0,0.0,Guéhi,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,412,401,397,412,Defender,4.5,0,Budget,Differential
Joachim,3.0,Andersen,0.5,CRY,93,20.7,Andersen,2729,1,1,9,36,0,7,501,582.8,109.3,151.0,84.5,75,216,196,167,Defender,4.5,2,Budget,Differential
Seamus,3.2,Coleman,0.6,EVE,81,16.2,Coleman,1607,0,3,8,19,0,4,371,322.6,268.2,189.0,78.0,196,130,168,179,Defender,5.0,3,Mid,Differential
Lucas,4.0,Digne,21.7,EVE,120,21.8,Digne,2681,0,9,9,42,0,18,590,592.6,704.2,136.0,143.5,69,24,202,74,Defender,5.5,9,Mid,High
Michael,3.6,Keane,3.0,EVE,127,25.4,Keane,2989,3,1,11,43,0,13,649,814.0,87.8,243.0,114.5,18,243,139,103,Defender,5.0,4,Mid,Differential
Yerry,3.3,Mina,0.6,EVE,79,15.8,Mina,1936,2,0,6,22,0,7,399,496.2,23.5,200.0,72.3,123,300,161,195,Defender,5.0,2,Mid,Differential
Mason,2.9,Holgate,1.0,EVE,80,17.8,Holgate,2286,1,0,9,32,0,4,426,432.2,126.0,80.0,64.1,156,203,253,216,Defender,4.5,1,Budget,Differential
Ben,3.2,Godfrey,1.2,EVE,100,20.0,Godfrey,2683,0,2,11,35,0,7,537,610.4,84.3,152.0,84.8,61,248,195,164,Defender,5.0,2,Mid,Differential
Jonny,3.9,Evans,1.0,LEI,109,19.8,Evans,2473,2,2,10,31,0,12,536,532.4,129.0,115.0,77.9,99,200,217,180,Defender,5.5,4,Mid,Differential
Ricardo Domingos,1.8,Barbosa Pereira,2.2,LEI,27,4.9,Pereira,954,0,1,2,19,0,0,152,183.4,162.4,144.0,48.9,258,179,199,244,Defender,5.5,1,Mid,Differential
Daniel,1.7,Amartey,8.0,LEI,19,4.8,Amartey,718,1,0,0,12,0,2,121,155.0,10.9,61.0,22.7,278,314,274,305,Defender,4.0,1,Budget,Differential
Timothy,3.5,Castagne,3.3,LEI,94,17.1,Castagne,2345,2,4,6,37,0,7,479,486.6,350.2,181.0,101.7,131,97,170,128,Defender,5.5,6,Mid,Differential
Çaglar,2.6,Söyüncü,2.4,LEI,59,11.8,Söyüncü,1816,1,0,5,30,0,3,360,403.6,114.4,157.0,67.7,162,210,186,205,Defender,5.0,1,Mid,Differential
James,4.4,Justin,0.1,LEI,101,20.2,Justin,2070,2,2,9,25,0,13,447,472.2,290.7,195.0,96.0,138,119,164,138,Defender,5.0,4,Mid,Differential
Luke,1.9,Thomas,0.3,LEI,26,5.8,Thomas,968,1,0,1,18,0,0,132,169.0,111.7,101.0,38.1,269,215,231,276,Defender,4.5,1,Budget,Differential
Wesley,2.5,Fofana,5.7,LEI,71,15.8,Fofana,2260,0,1,7,30,0,5,464,502.0,107.8,121.0,73.4,118,217,212,192,Defender,4.5,1,Budget,Differential
Ryan,2.7,Bertrand,1.3,LEI,78,15.6,Bertrand,2598,0,2,8,51,0,4,404,306.8,271.8,135.0,71.4,200,125,203,196,Defender,5.0,2,Mid,Differential
Liam,2.4,Cooper,0.4,LEE,59,13.1,Cooper,2186,1,0,6,41,0,2,454,620.4,17.7,259.0,89.8,59,306,135,148,Defender,4.5,1,Budget,Differential
Luke,2.6,Ayling,12.3,LEE,100,22.2,Ayling,3399,0,0,12,54,0,2,665,843.2,421.4,350.0,161.6,13,70,97,56,Defender,4.5,0,Budget,Differential
Diego,3.3,Llorente,0.5,LEE,50,11.1,Llorente,1203,1,0,4,12,0,3,255,293.0,51.0,115.0,46.0,205,275,216,252,Defender,4.5,1,Budget,Differential
Robin,2.2,Koch,0.4,LEE,38,8.4,Koch,1130,0,0,4,21,0,2,220,230.2,52.2,131.0,41.4,235,274,207,266,Defender,4.5,0,Budget,Differential
Pascal,2.6,Struijk,0.6,LEE,71,15.8,Struijk,2072,1,0,7,32,0,2,402,513.0,66.3,222.0,80.1,112,267,148,172,Defender,4.5,1,Budget,Differential
Héctor Junior,0.0,Firpo Adames,1.3,LEE,0,0.0,Firpo,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,462,460,458,462,Defender,5.0,0,Mid,Differential
Joel,4.2,Matip,0.4,LIV,42,8.4,Matip,690,1,2,3,5,0,5,194,179.0,42.4,84.0,30.6,262,282,249,293,Defender,5.0,3,Mid,Differential
Virgil,3.0,van Dijk,10.3,LIV,15,2.3,van Dijk,370,1,0,1,11,0,1,73,82.4,4.8,66.0,15.3,317,330,267,321,Defender,6.5,1,Premium,Differential
Andrew,4.2,Robertson,11.2,LIV,161,23.0,Robertson,3384,1,8,12,42,0,19,834,754.4,1129.3,359.0,224.5,33,5,95,22,Defender,7.0,9,Premium,Differential
Trent,4.4,Alexander-Arnold,29.8,LIV,160,21.3,Alexander-Arnold,3029,2,8,10,40,0,26,761,789.6,1238.8,529.0,255.7,22,3,58,14,Defender,7.5,10,Premium,High
Joseph,1.4,Gomez,0.8,LIV,10,2.0,Gomez,589,0,0,0,14,0,0,94,106.8,18.1,0.0,12.5,302,305,441,326,Defender,5.0,0,Mid,Differential
Nathaniel,4.0,Phillips,0.5,LIV,68,15.1,Phillips,1455,1,1,7,11,0,1,325,376.4,90.6,132.0,60.1,172,240,206,221,Defender,4.5,2,Budget,Differential
Ibrahima,0.0,Konaté,4.3,LIV,0,0.0,Konaté,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,472,471,473,Defender,5.5,0,Mid,Differential
Konstantinos,1.0,Tsimikas,2.2,LIV,2,0.5,Tsimikas,6,0,0,0,0,0,0,5,0.0,0.1,0.0,0.0,374,335,344,374,Defender,4.0,0,Budget,Differential
Neco,1.8,Williams,1.3,LIV,11,2.8,N.Williams,247,0,0,1,1,0,0,51,42.0,47.8,34.0,12.2,336,278,289,327,Defender,4.0,0,Budget,Differential
Rhys,3.1,Williams,0.1,LIV,28,6.2,R.Williams,659,0,0,3,6,0,1,135,111.6,29.8,62.0,20.4,297,295,273,312,Defender,4.5,0,Budget,Differential
Ben,0.0,Davies,0.6,LIV,0,0.0,Davies,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,371,348,341,371,Defender,4.0,0,Budget,Differential
Kyle,3.8,Walker,5.3,MCI,91,16.5,Walker,1944,1,1,9,20,0,7,410,332.2,200.9,88.0,62.1,194,162,244,217,Defender,5.5,2,Mid,Differential
John,5.8,Stones,11.6,MCI,128,23.3,Stones,1933,4,0,14,12,0,11,531,520.0,79.8,192.0,79.0,108,253,166,177,Defender,5.5,4,Mid,Differential
