first_name,points_per_game,second_name,selected_by_percent,team,total_points,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,creativity_rank,threat_rank,ict_index_rank,position,price,G+A,price_range,ownership
Benjamin,4.8,Mendy,1.1,MCI,63,11.5,Mendy,951,2,1,5,10,0,8,222,179.8,117.1,89.0,38.4,260,208,240,274,Defender,5.5,3,Mid,Differential
João Pedro Cavaco,4.9,Cancelo,7.8,MCI,138,23.0,Cancelo,2298,2,4,14,21,0,18,610,569.8,673.0,394.0,163.7,84,30,88,54,Defender,6.0,6,Premium,Differential
Nathan,2.9,Aké,0.3,MCI,29,5.8,Aké,797,1,0,3,13,0,1,150,156.0,46.9,44.0,24.7,276,279,285,301,Defender,5.0,1,Mid,Differential
Aymeric,3.6,Laporte,1.8,MCI,58,10.5,Laporte,1343,0,0,7,10,0,4,286,233.4,78.0,85.0,39.6,233,254,248,271,Defender,5.5,0,Mid,Differential
Rúben Santos,4.4,Gato Alves Dias,27.5,MCI,142,23.7,Dias,2843,1,1,17,21,0,12,656,651.6,91.0,218.0,96.3,56,239,153,136,Defender,6.0,2,Premium,High
Oleksandr,3.5,Zinchenko,1.9,MCI,69,12.5,Zinchenko,1473,0,0,8,14,0,5,353,272.0,295.7,134.0,70.3,220,116,205,199,Defender,5.5,0,Mid,Differential
Harry,3.6,Maguire,11.9,MUN,124,22.5,Maguire,3047,2,2,13,36,0,8,632,701.4,133.6,428.0,126.3,43,196,78,87,Defender,5.5,4,Mid,Differential
Luke,3.9,Shaw,52.0,MUN,124,22.5,Shaw,2653,1,5,10,33,0,22,640,596.0,1085.9,243.0,192.8,65,7,140,37,Defender,5.5,6,Mid,High
Alex Nicolao,2.8,Telles,0.1,MUN,25,5.0,Telles,689,0,2,1,11,0,3,149,168.6,200.7,33.0,40.1,270,163,293,269,Defender,5.0,2,Mid,Differential
Axel,0.8,Tuanzebe,0.2,MUN,7,1.6,Tuanzebe,402,0,0,0,8,0,0,59,95.0,6.0,0.0,10.0,312,327,386,332,Defender,4.5,0,Budget,Differential
Victor,3.5,Lindelöf,0.6,MUN,102,20.4,Lindelöf,2585,1,1,10,30,0,3,527,503.0,102.6,56.0,66.4,116,221,278,210,Defender,5.0,2,Mid,Differential
Eric,2.6,Bailly,0.2,MUN,31,6.2,Bailly,915,0,0,3,17,0,6,178,175.6,8.3,26.0,21.1,265,324,301,308,Defender,5.0,0,Mid,Differential
Aaron,4.2,Wan-Bissaka,11.1,MUN,144,26.2,Wan-Bissaka,3060,2,5,13,36,0,11,729,785.4,498.2,159.0,144.1,23,53,185,73,Defender,5.5,7,Mid,Differential
Brandon,1.2,Williams,3.3,MUN,5,1.2,Williams,187,0,0,0,3,0,0,26,26.6,19.4,19.0,6.5,344,304,305,342,Defender,4.0,0,Budget,Differential
Matt,2.9,Ritchie,0.3,NEW,52,10.4,Ritchie,1347,0,5,3,22,0,5,226,225.8,411.9,101.0,73.8,236,75,232,191,Defender,5.0,5,Mid,Differential
Ciaran,2.1,Clark,0.2,NEW,46,10.2,Clark,1890,1,0,3,35,0,2,291,402.6,29.8,105.0,53.9,164,294,227,235,Defender,4.5,1,Budget,Differential
Jamaal,2.3,Lascelles,0.5,NEW,44,9.8,Lascelles,1625,2,0,2,32,0,3,229,345.2,38.1,161.0,54.7,191,284,184,230,Defender,4.5,2,Budget,Differential
Paul,2.7,Dummett,0.1,NEW,40,8.9,Dummett,1254,1,0,3,20,0,2,204,274.4,68.1,45.0,38.8,215,265,284,273,Defender,4.5,1,Budget,Differential
Javier,2.2,Manquillo,13.5,NEW,28,7.0,Manquillo,822,0,0,3,15,0,0,136,109.8,93.5,18.0,22.2,300,235,306,306,Defender,4.0,0,Budget,Differential
Emil,2.8,Krafth,0.1,NEW,45,10.0,Krafth,1286,1,1,5,27,0,0,222,240.4,87.7,88.0,41.6,231,244,241,265,Defender,4.5,2,Budget,Differential
Fabian,1.7,Schär,0.3,NEW,30,6.7,Schär,1255,1,0,2,21,0,1,160,251.0,9.0,116.0,37.6,227,322,215,278,Defender,4.5,1,Budget,Differential
Jamal,1.8,Lewis,0.3,NEW,44,9.8,Lewis,1833,0,1,3,37,0,3,261,272.6,224.8,47.0,54.2,219,155,283,233,Defender,4.5,1,Budget,Differential
Federico,2.2,Fernández,0.2,NEW,53,11.8,Fernández,2080,0,0,5,38,0,6,376,522.0,91.3,64.0,67.5,106,238,270,207,Defender,4.5,0,Budget,Differential
Grant,0.0,Hanley,0.3,NOR,0,0.0,Hanley,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,391,377,371,391,Defender,4.5,0,Budget,Differential
Sam,0.0,Byram,0.1,NOR,0,0.0,Byram,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,395,382,376,395,Defender,4.5,0,Budget,Differential
Christoph,0.0,Zimmermann,0.2,NOR,0,0.0,Zimmermann,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407,395,391,407,Defender,4.5,0,Budget,Differential
Max,0.0,Aarons,3.1,NOR,0,0.0,Aarons,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,412,408,422,Defender,4.5,0,Budget,Differential
Jacob,0.0,Sørensen,0.1,NOR,0,0.0,Sørensen,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,424,414,410,424,Defender,4.5,0,Budget,Differential
Andrew,0.0,Omobamidele,2.5,NOR,0,0.0,Omobamidele,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,380,357,351,380,Defender,4.0,0,Budget,Differential
Ben,0.0,Gibson,0.1,NOR,0,0.0,Gibson,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,390,376,370,390,Defender,4.5,0,Budget,Differential
Dimitris,0.0,Giannoulis,0.1,NOR,0,0.0,Giannoulis,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,405,393,389,405,Defender,4.5,0,Budget,Differential
Jack,2.3,Stephens,0.2,SOU,41,9.1,Stephens,1537,0,0,4,39,0,6,288,351.0,85.6,104.0,54.2,187,246,228,232,Defender,4.5,0,Budget,Differential
Jannik,2.9,Vestergaard,1.1,SOU,86,17.2,Vestergaard,2574,3,1,6,47,0,4,494,671.8,102.1,294.0,106.7,53,222,120,115,Defender,5.0,4,Mid,Differential
Kyle,3.1,Walker-Peters,1.0,SOU,93,18.6,Walker-Peters,2646,0,3,9,41,0,7,498,497.6,262.2,316.0,107.5,122,135,107,114,Defender,5.0,3,Mid,Differential
Jan,2.6,Bednarek,1.5,SOU,94,20.9,Bednarek,3100,1,1,9,62,0,11,584,692.0,75.0,164.0,93.1,49,260,181,143,Defender,4.5,2,Budget,Differential
Mohammed,1.2,Salisu,0.1,SOU,14,3.1,Salisu,841,0,0,0,19,0,0,119,188.2,29.9,34.0,25.4,255,292,291,300,Defender,4.5,0,Budget,Differential
Romain,0.0,Perraud,0.2,SOU,0,0.0,Perraud,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455,453,450,455,Defender,5.0,0,Mid,Differential
Tino,0.0,Livramento,1.7,SOU,0,0.0,Livramento,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,378,355,349,378,Defender,4.0,0,Budget,Differential
Toby,3.5,Alderweireld,0.2,TOT,88,17.6,Alderweireld,2240,1,0,10,25,0,4,469,559.8,106.5,178.0,84.6,86,219,172,166,Defender,5.0,1,Mid,Differential
Serge,4.2,Aurier,0.6,TOT,80,16.0,Aurier,1605,2,3,6,22,0,4,370,412.2,267.6,194.0,87.4,159,131,165,155,Defender,5.0,5,Mid,Differential
Matt,2.8,Doherty,1.1,TOT,47,9.4,Doherty,1238,0,2,4,15,0,4,222,257.2,182.4,79.0,52.0,223,172,257,241,Defender,5.0,2,Mid,Differential
Eric,2.8,Dier,1.4,TOT,77,17.1,Dier,2520,0,0,8,34,0,2,463,577.0,82.2,114.0,77.4,80,250,218,182,Defender,4.5,0,Budget,Differential
Ben,2.6,Davies,0.3,TOT,52,11.6,Davies,1340,0,2,4,16,0,1,253,232.8,136.8,65.0,43.4,234,192,269,260,Defender,4.5,2,Budget,Differential
Davinson,2.4,Sánchez,0.6,TOT,43,9.6,Sánchez,1486,0,0,4,22,0,3,256,319.2,20.0,114.0,45.5,199,301,219,253,Defender,4.5,0,Budget,Differential
Ryan,0.0,Sessegnon,0.2,TOT,0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,403,391,387,403,Defender,4.5,0,Budget,Differential
Sergio,3.3,Reguilón,2.7,TOT,89,17.8,Reguilón,2244,0,6,8,31,0,4,413,361.2,309.4,253.0,92.5,183,108,136,144,Defender,5.0,6,Mid,Differential
Japhet,2.3,Tanganga,0.1,TOT,14,3.1,Tanganga,487,0,0,2,8,0,0,81,68.8,29.5,40.0,13.8,325,296,288,325,Defender,4.5,0,Budget,Differential
Joe,2.2,Rodon,0.2,TOT,27,6.0,Rodon,732,0,0,2,12,0,3,169,166.2,3.6,6.0,17.7,272,331,321,317,Defender,4.5,0,Budget,Differential
Danny,0.0,Rose,1.0,WAT,0,0.0,Rose,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,385,364,358,385,Defender,4.5,0,Budget,Differential
Craig,0.0,Cathcart,0.2,WAT,0,0.0,Cathcart,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,386,368,362,386,Defender,4.5,0,Budget,Differential
Francisco,0.0,Femenía Far,0.4,WAT,0,0.0,Femenía,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,387,369,363,387,Defender,4.5,0,Budget,Differential
Christian,0.0,Kabasele,0.2,WAT,0,0.0,Kabasele,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,392,378,372,392,Defender,4.5,0,Budget,Differential
William,0.0,Troost-Ekong,0.2,WAT,0,0.0,Troost-Ekong,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,396,383,377,396,Defender,4.5,0,Budget,Differential
Adam,0.0,Masina,0.2,WAT,0,0.0,Masina,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,387,381,400,Defender,4.5,0,Budget,Differential
Francisco,0.0,Sierralta,0.4,WAT,0,0.0,Sierralta,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,411,400,396,411,Defender,4.5,0,Budget,Differential
Marc,0.0,Navarro,1.2,WAT,0,0.0,Navarro,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,375,351,345,375,Defender,4.0,0,Budget,Differential
Jeremy,0.0,Ngakia,0.1,WAT,0,0.0,Ngakia,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,420,410,406,420,Defender,4.5,0,Budget,Differential
Ben,0.0,Wilmot,0.0,WAT,0,0.0,Wilmot,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,416,412,426,Defender,4.5,0,Budget,Differential
Matthew,0.0,Pollock,1.0,WAT,0,0.0,Pollock,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,381,358,352,381,Defender,4.0,0,Budget,Differential
Angelo,3.6,Ogbonna,0.5,WHU,100,20.0,Ogbonna,2492,3,0,9,34,0,5,461,489.8,56.4,244.0,79.1,128,273,138,176,Defender,5.0,3,Mid,Differential
Winston,0.0,Reid,2.1,WHU,0,0.0,Reid,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,365,340,333,365,Defender,4.0,0,Budget,Differential
Aaron,4.2,Cresswell,19.5,WHU,153,27.8,Cresswell,3170,0,11,11,41,0,21,730,669.4,898.6,96.0,166.8,54,12,237,51,Defender,5.5,11,Mid,High
Craig,3.4,Dawson,0.3,WHU,75,15.0,Dawson,1925,3,0,7,25,0,3,336,433.6,30.2,219.0,68.4,155,291,152,203,Defender,5.0,3,Mid,Differential
Ryan,2.0,Fredericks,0.2,WHU,28,6.2,Fredericks,564,1,1,1,9,0,0,127,155.2,166.8,96.0,41.9,277,175,235,263,Defender,4.5,2,Budget,Differential
Arthur,3.5,Masuaku,0.3,WHU,42,9.3,Masuaku,1006,0,2,4,15,0,4,209,187.4,200.5,62.0,45.0,256,164,272,256,Defender,4.5,2,Budget,Differential
Vladimir,3.8,Coufal,15.1,WHU,128,25.6,Coufal,3054,0,9,9,43,0,12,625,693.8,670.9,220.0,158.7,47,31,151,58,Defender,5.0,9,Mid,High
Issa,2.3,Diop,0.5,WHU,42,9.3,Diop,1379,2,0,2,22,0,1,234,375.6,17.4,48.0,44.3,174,307,282,258,Defender,4.5,2,Budget,Differential
Ben,1.8,Johnson,3.1,WHU,25,6.2,Johnson,516,1,0,1,10,0,0,104,98.0,63.7,28.0,18.9,310,268,298,314,Defender,4.0,1,Budget,Differential
Willy,3.2,Boly,0.4,WOL,68,13.6,Boly,1879,1,1,6,29,0,4,364,414.0,46.1,182.0,64.2,157,280,169,215,Defender,5.0,2,Mid,Differential
Conor,2.9,Coady,8.6,WOL,106,23.6,Coady,3303,1,0,10,51,0,7,606,692.2,40.1,85.0,82.0,48,283,247,170,Defender,4.5,1,Budget,Differential
Romain,3.7,Saïss,0.7,WOL,99,19.8,Saïss,2407,3,0,8,40,0,11,466,584.6,101.2,347.0,103.4,74,223,99,122,Defender,5.0,3,Mid,Differential
Fernando,1.5,Marçal,0.1,WOL,19,4.2,Marçal,618,0,0,1,9,0,0,104,102.6,61.7,13.0,17.9,307,270,313,316,Defender,4.5,0,Budget,Differential
Jonathan,2.3,Castro Otto,0.0,WOL,16,3.6,Jonny,496,0,0,1,4,0,1,58,61.0,31.8,14.0,10.8,328,290,312,331,Defender,4.5,0,Budget,Differential
Nélson,3.2,Cabral Semedo,1.8,WOL,109,21.8,Semedo,2983,1,3,9,45,0,11,548,595.2,412.9,297.0,130.7,67,74,118,80,Defender,5.0,4,Mid,Differential
Max,3.2,Kilman,0.2,WOL,58,12.9,Kilman,1307,0,1,5,11,0,8,258,249.6,67.4,78.0,39.4,228,266,258,272,Defender,4.5,1,Budget,Differential
Ki-Jana,1.1,Hoever,2.3,WOL,13,3.2,Hoever,573,0,0,0,11,0,0,80,100.4,59.7,26.0,18.7,309,271,300,315,Defender,4.0,0,Budget,Differential
Yerson,0.0,Mosquera Valdelamar,0.1,WOL,0,0.0,Mosquera,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,436,426,422,436,Defender,4.5,0,Budget,Differential
Rayan,2.6,Ait Nouri,1.3,WOL,54,12.0,Ait Nouri,1400,1,1,3,23,0,6,264,243.2,234.5,196.0,67.4,230,149,163,208,Defender,4.5,2,Budget,Differential
Willian,3.1,Borges Da Silva,0.3,ARS,78,12.0,Willian,1398,1,7,3,17,0,9,306,256.2,534.8,228.0,102.3,224,49,146,124,Midfielder,6.5,8,Mid,Differential
Granit,2.3,Xhaka,0.7,ARS,70,14.0,Xhaka,2519,1,2,10,27,0,1,396,456.0,327.6,154.0,94.0,145,102,191,140,Midfielder,5.0,3,Budget,Differential
Mohamed Naser,2.2,El Sayed Elneny,0.6,ARS,50,11.1,Elneny,1538,1,0,5,20,0,3,258,200.2,99.9,79.0,37.8,246,225,256,277,Midfielder,4.5,1,Budget,Differential
Ainsley,2.6,Maitland-Niles,0.1,ARS,68,12.4,Maitland-Niles,1714,0,2,6,23,0,1,273,218.2,128.9,142.0,48.8,241,201,201,245,Midfielder,5.5,2,Budget,Differential
Thomas,2.0,Partey,0.2,ARS,47,9.4,Partey,1529,0,2,6,18,0,0,273,289.4,195.7,129.0,61.7,207,165,208,218,Midfielder,5.0,2,Budget,Differential
Nicolas,3.9,Pépé,3.4,ARS,114,15.2,Pépé,1606,10,3,4,21,0,11,351,476.2,235.9,774.0,148.5,135,148,37,70,Midfielder,7.5,13,Mid,Differential
Lucas,0.0,Torreira,0.4,ARS,0,0.0,Torreira,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,397,393,409,Midfielder,4.5,0,Budget,Differential
Joseph,3.8,Willock,0.9,ARS,79,13.2,Willock,1210,8,0,4,18,0,5,254,436.6,137.2,401.0,97.3,153,190,84,134,Midfielder,6.0,8,Mid,Differential
Emile,3.7,Smith Rowe,7.8,ARS,74,13.5,Smith Rowe,1438,2,5,9,10,0,3,308,273.2,385.1,222.0,88.1,218,81,149,152,Midfielder,5.5,7,Budget,Differential
Bukayo,3.6,Saka,14.8,ARS,114,17.5,Saka,2554,5,5,8,31,0,8,414,493.0,650.6,984.0,212.7,126,35,20,25,Midfielder,6.5,10,Mid,Differential
Mattéo,0.0,Guendouzi,0.0,ARS,0,0.0,Guendouzi,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,427,417,413,427,Midfielder,4.5,0,Budget,Differential
Gabriel Teodoro,2.6,Martinelli Silva,0.3,ARS,36,6.5,Martinelli,582,2,1,4,3,0,0,107,142.6,133.8,300.0,57.5,285,195,115,224,Midfielder,5.5,3,Budget,Differential
Albert,0.0,Sambi Lokonga,0.2,ARS,0,0.0,Sambi Lokonga,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,460,458,456,460,Midfielder,5.0,0,Budget,Differential
Conor,0.0,Hourihane,0.1,AVL,0,0.0,Hourihane,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,442,438,433,442,Midfielder,5.0,0,Budget,Differential
Bertrand,3.8,Traoré,1.9,AVL,135,22.5,Traoré,2315,7,7,11,31,0,7,407,528.4,530.6,917.0,197.6,102,51,25,36,Midfielder,6.0,14,Mid,Differential
Morgan,1.1,Sanson,0.1,AVL,10,2.0,Sanson,288,0,0,1,4,0,0,29,25.8,28.8,10.0,6.2,345,297,316,343,Midfielder,5.0,0,Budget,Differential
John,3.1,McGinn,0.8,AVL,114,19.0,McGinn,3330,3,7,14,46,0,2,492,579.0,600.5,361.0,154.1,78,40,94,63,Midfielder,6.0,10,Mid,Differential
Mahmoud Ahmed,2.7,Ibrahim Hassan,0.0,AVL,56,10.2,Trézéguet,1157,2,1,6,14,0,3,152,213.6,180.1,478.0,86.7,242,173,66,161,Midfielder,5.5,3,Budget,Differential
Marvelous,2.1,Nakamba,0.1,AVL,27,6.0,Nakamba,747,0,1,4,6,0,1,115,110.8,32.5,10.0,15.4,299,289,315,320,Midfielder,4.5,1,Budget,Differential
Anwar,4.0,El Ghazi,1.0,AVL,111,18.5,El Ghazi,1604,10,0,5,22,0,13,339,500.4,426.1,726.0,165.1,120,69,42,53,Midfielder,6.0,10,Mid,Differential
Emiliano,0.0,Buendía Stati,14.1,AVL,0,0.0,Buendía,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,489,489,489,489,Midfielder,6.5,0,Mid,Differential
Douglas Luiz,2.2,Soares de Paulo,1.7,AVL,72,16.0,Douglas Luiz,2781,0,2,12,41,0,0,358,403.4,304.5,189.0,90.0,163,114,167,147,Midfielder,4.5,2,Budget,Differential
Jacob,1.3,Ramsey,0.3,AVL,28,6.2,Ramsey,611,0,0,2,10,0,0,75,72.8,91.7,126.0,28.9,322,237,209,297,Midfielder,4.5,0,Budget,Differential
Leon,0.0,Bailey,2.1,AVL,0,0.0,Bailey,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,490,490,490,Midfielder,6.5,0,Mid,Differential
Christian,0.0,Nørgaard,0.2,BRE,0,0.0,Nørgaard,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446,443,439,446,Midfielder,5.0,0,Budget,Differential
Tariqe,0.0,Fosu-Henry,0.2,BRE,0,0.0,Fosu,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,465,464,463,465,Midfielder,5.5,0,Budget,Differential
Sergi,0.0,Canós,0.3,BRE,0,0.0,Canós,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,470,469,468,470,Midfielder,5.5,0,Budget,Differential
Pelenda Joshua,0.0,Dasilva,0.2,BRE,0,0.0,Dasilva,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471,470,469,471,Midfielder,5.5,0,Budget,Differential
Vitaly,0.0,Janelt,0.1,BRE,0,0.0,Janelt,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,450,448,445,450,Midfielder,5.0,0,Budget,Differential
Saman,0.0,Ghoddos,0.1,BRE,0,0.0,Ghoddos,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,474,473,472,474,Midfielder,5.5,0,Budget,Differential
Mathias,0.0,Jensen,0.2,BRE,0,0.0,Jensen,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,451,449,446,451,Midfielder,5.0,0,Budget,Differential
Jan,0.0,Zamburek,0.9,BRE,0,0.0,Zamburek,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430,420,416,430,Midfielder,4.5,0,Budget,Differential
Bryan,0.0,Mbeumo,1.0,BRE,0,0.0,Mbeumo,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,480,479,478,480,Midfielder,5.5,0,Budget,Differential
Mads,0.0,Bidstrup,0.1,BRE,0,0.0,Bidstrup,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434,424,420,434,Midfielder,4.5,0,Budget,Differential
Frank,0.0,Onyeka,0.1,BRE,0,0.0,Onyeka,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,457,455,452,457,Midfielder,5.0,0,Budget,Differential
Adam,1.9,Lallana,0.3,BHA,58,10.5,Lallana,1584,1,1,5,18,0,2,265,255.2,355.7,302.0,91.0,226,94,114,146,Midfielder,5.5,2,Budget,Differential
Pascal,3.4,Groß,0.5,BHA,116,19.3,Groß,2479,3,8,10,28,0,11,525,620.4,1087.8,415.0,212.3,60,6,81,26,Midfielder,6.0,11,Mid,Differential
Davy,1.3,Pröpper,0.0,BHA,9,2.0,Pröpper,209,0,0,0,2,0,0,38,24.0,5.1,52.0,8.2,348,329,279,335,Midfielder,4.5,0,Budget,Differential
Solomon,3.3,March,0.1,BHA,69,12.5,March,1670,2,2,7,25,0,6,283,368.6,414.3,322.0,110.5,177,71,106,108,Midfielder,5.5,4,Budget,Differential
Leandro,3.8,Trossard,1.5,BHA,132,20.3,Trossard,2602,5,6,12,30,0,15,406,543.4,725.1,759.0,202.8,93,23,39,32,Midfielder,6.5,11,Mid,Differential
Alireza,1.1,Jahanbakhsh,0.0,BHA,24,4.4,Jahanbakhsh,520,0,1,1,9,0,0,102,73.2,162.8,221.0,45.5,321,178,150,255,Midfielder,5.5,1,Budget,Differential
Yves,2.1,Bissouma,13.5,BHA,77,17.1,Bissouma,3112,1,0,11,42,0,2,487,523.6,295.5,196.0,101.1,104,117,162,129,Midfielder,4.5,1,Budget,Differential
Steven,2.3,Alzate,0.1,BHA,35,7.0,Alzate,892,1,0,5,17,0,3,141,132.2,154.9,88.0,37.6,288,182,243,279,Midfielder,5.0,1,Budget,Differential
Alexis,2.3,Mac Allister,0.1,BHA,48,8.7,Mac Allister,1108,1,1,5,14,0,3,148,170.6,210.6,235.0,61.5,267,158,142,219,Midfielder,5.5,2,Budget,Differential
Jakub,1.8,Moder,0.2,BHA,21,4.7,Moder,643,0,0,2,10,0,0,59,63.8,62.2,162.0,28.8,327,269,183,298,Midfielder,4.5,0,Budget,Differential
Enock,0.0,Mwepu,0.2,BHA,0,0.0,Mwepu,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,486,486,486,Midfielder,6.0,0,Mid,Differential
Jack,2.1,Cork,0.1,BUR,33,7.3,Cork,1350,0,0,4,24,0,0,154,140.0,126.2,82.0,34.9,286,202,250,282,Midfielder,4.5,0,Budget,Differential
Dale,1.1,Stephens,0.1,BUR,8,1.8,Stephens,257,0,0,0,4,0,0,33,31.0,8.3,41.0,8.0,343,323,287,337,Midfielder,4.5,0,Budget,Differential
Ashley,2.9,Westwood,0.7,BUR,112,20.4,Westwood,3410,3,4,11,55,0,5,585,559.2,843.2,156.0,156.1,87,14,188,60,Midfielder,5.5,7,Budget,Differential
Johann Berg,2.3,Gudmundsson,0.1,BUR,50,9.1,Gudmundsson,1358,2,0,3,24,0,3,175,193.6,160.8,170.0,52.3,251,180,175,240,Midfielder,5.5,2,Budget,Differential
Josh,2.2,Brownhill,3.3,BUR,74,16.4,Brownhill,2812,0,1,10,42,0,0,359,350.4,309.1,384.0,104.5,188,109,89,120,Midfielder,4.5,1,Budget,Differential
Josh,1.7,Benson,0.0,BUR,10,2.2,Benson,260,0,0,1,7,0,0,27,16.0,7.9,13.0,3.7,353,325,314,349,Midfielder,4.5,0,Budget,Differential
Dwight,3.1,McNeil,0.3,BUR,113,18.8,McNeil,3068,2,5,11,50,0,8,493,591.8,790.3,277.0,166.3,70,18,129,52,Midfielder,6.0,7,Mid,Differential
Jorge Luiz,4.1,Frello Filho,4.0,CHE,114,19.0,Jorginho,2006,7,2,14,17,0,15,485,588.8,383.5,175.0,114.9,71,83,174,101,Midfielder,6.0,9,Mid,Differential
Ross,2.9,Barkley,0.2,CHE,76,13.8,Barkley,1566,3,2,8,24,0,4,286,274.2,579.3,431.0,128.6,216,43,77,84,Midfielder,5.5,5,Budget,Differential
Mateo,2.0,Kovacic,0.2,CHE,54,10.8,Kovacic,1809,0,1,9,26,0,0,332,332.4,384.8,153.0,87.0,193,82,193,158,Midfielder,5.0,1,Budget,Differential
N'Golo,2.1,Kanté,4.8,CHE,62,12.4,Kanté,2140,0,2,10,24,0,0,375,449.0,347.3,96.0,89.7,148,99,236,149,Midfielder,5.0,2,Budget,Differential
Hakim,3.0,Ziyech,1.9,CHE,70,9.3,Ziyech,1164,2,3,10,7,0,8,239,274.8,485.6,369.0,112.8,214,58,92,106,Midfielder,7.5,5,Mid,Differential
Ruben,2.1,Loftus-Cheek,0.1,CHE,66,12.0,Loftus-Cheek,1962,1,0,11,22,0,0,178,201.6,274.0,439.0,91.4,245,124,76,145,Midfielder,5.5,1,Budget,Differential
Christian,3.0,Pulisic,1.4,CHE,82,10.2,Pulisic,1731,4,3,7,21,0,3,264,361.4,378.8,724.0,146.2,182,85,43,71,Midfielder,8.0,7,Mid,Differential
Mason,4.1,Mount,21.0,CHE,147,19.6,Mount,2887,6,7,14,32,0,16,599,770.4,1336.9,954.0,306.3,26,2,22,7,Midfielder,7.5,13,Mid,High
Callum,2.6,Hudson-Odoi,0.2,CHE,59,10.7,Hudson-Odoi,1050,2,3,6,5,0,2,239,291.8,471.5,336.0,109.9,206,60,102,109,Midfielder,5.5,5,Budget,Differential
Kai,3.4,Havertz,13.1,CHE,91,10.7,Havertz,1512,4,6,8,15,0,3,268,325.0,307.7,514.0,114.2,195,112,60,104,Midfielder,8.5,10,Mid,Differential
Conor,2.4,Gallagher,0.1,CRY,71,12.9,Gallagher,2530,2,2,5,48,0,3,322,437.2,320.1,276.0,103.2,152,106,131,123,Midfielder,5.5,4,Budget,Differential
James,2.5,McArthur,0.2,CRY,45,10.0,McArthur,1465,0,2,4,26,0,3,228,285.2,202.2,65.0,55.2,209,161,268,227,Midfielder,4.5,2,Budget,Differential
Luka,2.0,Milivojevic,0.2,CRY,63,11.5,Milivojevic,2357,1,1,7,47,0,3,332,410.8,329.6,143.0,88.4,160,101,200,150,Midfielder,5.5,2,Budget,Differential
Wilfried,4.5,Zaha,6.9,CRY,136,19.4,Zaha,2612,11,4,6,52,0,11,362,572.6,428.5,1003.0,200.4,83,68,19,34,Midfielder,7.0,15,Mid,Differential
Jeffrey,2.4,Schlupp,0.1,CRY,65,11.8,Schlupp,1415,2,3,5,26,0,3,194,336.6,242.1,304.0,88.2,192,143,112,151,Midfielder,5.5,5,Budget,Differential
Jairo,1.9,Riedewald,0.1,CRY,64,12.8,Riedewald,1810,2,0,4,39,0,4,249,274.0,160.4,88.0,52.4,217,181,242,239,Midfielder,5.0,2,Budget,Differential
